inputName,size,a[size]
values_393,27,"{-78, 34, -38, -81, -112, -32, -41, -114, -12, 45, 119, -116, 67, -98, -125, -79, 58, -59, 72, 75, 12, -110, -75, 73, -72, -68, -25"
values_576,24,"{5, -79, 102, -93, 95, 24, 102, 34, -78, 94, -98, -106, 126, 93, 33, 10, 71, 107, 38, 115, 121, 86, -56, -80"
values_445,7,"{94, 32, 86, 93, -69, 51, 8"
values_662,17,"{58, -19, -103, -14, 44, -21, -124, 110, -42, -114, -58, -104, 26, -1, -41, 0, -104"
values_403,9,"{-76, 111, 96, 21, -121, 75, -71, 80, -114"
values_640,3,"{72, -96, 32"
values_59,28,"{-69, 1, -90, 8, 39, 76, -7, -28, 3, -69, 68, 23, 115, -71, 96, 112, -19, 55, -61, -124, -30, 36, 40, -65, -71, -73, -30, 88"
values_490,23,"{-59, 30, -33, 70, -118, -73, 51, -75, -99, 96, 95, -13, 92, 70, -88, -40, -115, -26, 82, -65, 51, 25, 45"
values_194,17,"{17, -4, -80, -61, -49, 73, -96, 103, -38, 22, -68, 105, 72, -107, 94, -19, 4"
values_751,6,"{83, -69, 51, -119, -35, -113"
values_663,23,"{-56, 108, -85, 114, -6, 38, -41, -7, -5, 50, 33, 87, -40, -126, 17, 79, 14, -115, -15, -18, -14, 35, 88"
values_938,25,"{-106, 12, -36, 108, 23, -29, -126, 76, 91, -71, 115, 94, -111, 104, 122, -32, 54, 50, -109, -117, -90, -4, -101, 5, 122"
values_532,19,"{-70, 54, -52, 63, 68, 85, -26, 93, 57, 54, -99, -50, -5, 123, 67, -69, 102, 67, -116"
values_885,11,"{19, -15, 109, 83, -54, 25, 4, 33, -125, -59, -56"
values_713,22,"{23, 71, 113, -82, -92, -96, 105, -42, -48, 100, 19, 40, -92, 94, -90, -2, 25, 59, -19, 3, -77, 39"
values_193,28,"{-68, -6, 98, -92, -11, 2, -110, -115, -104, 38, 119, -23, -125, 11, 62, -85, 83, -37, 114, -57, -66, 12, -61, 86, 22, -60, 10, -33"
values_650,21,"{13, -89, -20, 57, -107, -103, 118, 34, 119, 118, 69, -107, 91, 45, 12, 64, 84, 92, 92, 115, 38"
values_564,14,"{-125, 106, 48, 88, -69, -39, -120, 103, -103, 51, -63, -58, -31, 41"
values_267,7,"{-20, -110, -3, -59, 107, -83, -35"
values_147,4,"{15, 110, -48, -82"
values_709,26,"{116, -22, -104, 58, 115, -48, 74, -114, -105, 94, 5, -44, 54, 44, -51, 24, -101, 36, -95, 112, -110, -86, 21, -15, 58, -26"
values_857,5,"{-100, 19, 125, 88, 69"
values_334,12,"{-93, -46, 20, -70, -111, -66, -3, -101, -40, -35, -16, 26"
values_965,2,"{96, -35"
values_824,13,"{-18, -103, 23, -110, 119, 97, 66, -72, -79, 120, 102, -43, 32"
values_784,25,"{33, 106, 124, -24, -78, 61, -71, -94, -3, 117, 52, 68, 90, 118, 64, -45, 94, -90, 105, -91, -14, 26, 77, 32, 79"
values_229,18,"{103, 14, -36, 10, 111, -29, 33, -71, -38, 4, 105, 8, 102, -10, -43, -95, -103, 80"
values_538,8,"{0, -67, -89, 20, -80, 123, 59, 67"
values_463,3,"{14, 19, -20"
values_741,8,"{23, -54, 82, 91, -117, -4, 104, 125"
values_85,11,"{-56, -116, 123, -71, -7, 43, -71, 84, -95, 126, 17"
values_493,15,"{76, 72, -98, -7, 98, 106, 47, -80, -4, 18, 118, -126, 25, 107, 74"
values_794,16,"{-118, 4, 77, -29, 102, -101, -20, -113, 50, 100, -45, 89, 112, -25, 105, 75"
values_202,20,"{57, -54, 86, -45, -103, -34, -33, -95, 57, -56, -64, -55, -46, -38, 62, 63, -62, 31, 89, -64"
values_74,5,"{83, -47, -58, 49, 12"
values_410,23,"{99, 118, -62, -44, 63, -52, -37, -102, 69, 53, 57, 115, -98, -77, -12, -119, 48, 78, 111, -58, -27, 45, 0"
values_469,27,"{-84, 111, -1, -43, 48, 83, -45, 75, 11, -51, -111, 55, 33, -51, -26, 92, -75, -66, 106, 48, -91, 88, 26, -99, -14, -124, -13"
values_394,21,"{100, -44, -96, -47, 4, 82, -83, -66, -110, 62, -99, 91, 98, 22, -53, -22, -2, -66, 28, 94, 56"
values_149,16,"{65, -23, 120, 57, 14, -84, -118, 6, 12, 51, -10, -117, -95, 74, -20, 8"
values_945,7,"{38, 103, 62, -62, -44, 70, -75"
values_293,10,"{-74, 2, 10, 123, -78, 61, 4, -43, 8, 36"
values_456,5,"{105, 107, 41, 60, 71"
values_975,4,"{-103, 7, -109, -33"
values_547,22,"{37, 100, -89, 125, -99, 79, 60, 118, 108, 10, 78, -28, 67, 3, -6, -29, -123, -69, 107, 114, 87, -46"
values_164,28,"{-119, 77, -90, -77, -29, -34, 126, 75, -46, 76, -121, -77, 12, 7, -95, -86, 103, 7, -118, -97, -48, 106, 11, 115, -79, -118, 96, -39"
values_720,11,"{6, -60, -22, 83, 60, 70, 70, 18, 72, -120, -42"
values_833,22,"{-18, 33, -126, 77, 73, 75, -74, 18, 57, -119, -90, 3, 35, 42, -62, -101, 31, -22, -107, -41, 43, 25"
values_90,17,"{40, -19, 8, -125, -9, -115, 6, -87, -12, -92, -62, -99, -17, 47, -43, -80, 51"
values_954,7,"{96, 36, -92, -126, -12, 65, 105"
values_483,18,"{65, 97, -89, -55, 27, -94, -120, -23, -110, 5, -4, 59, -67, 99, 119, 77, -76, -101"
values_990,22,"{35, -29, 25, 0, 71, 32, 45, -125, 34, 93, 97, 2, -71, 32, 109, 48, -121, 0, 76, 61, -64, 90"
values_113,11,"{-90, 24, -45, -86, 118, 31, 36, 14, -104, -111, 120"
values_878,2,"{91, -11"
values_942,16,"{-91, 47, -114, 3, 41, 125, -11, -78, 40, 5, -116, -78, -47, 27, -118, 24"
values_126,18,"{-111, 119, 5, 92, 66, 9, 96, -36, -115, -55, 85, 26, -115, 98, -68, 108, 61, 57"
values_666,28,"{-71, -28, -97, 77, -55, 36, 83, -96, 69, 28, -4, 33, 24, 90, 97, 56, -55, -18, -17, -90, -35, 64, 82, 18, -119, 29, 85, -42"
values_960,10,"{78, -18, 16, 11, 117, -39, 115, -97, -10, 76"
values_783,26,"{-53, -35, 63, -78, 41, -63, 5, -57, 92, 29, 110, -43, -112, -103, -103, 116, 108, -18, 116, -100, -42, -61, -121, 118, -13, 104"
values_735,7,"{-124, 32, -25, -69, -28, -63, -110"
values_439,21,"{71, -92, -48, 86, 80, -51, 85, 40, -8, 88, 112, -52, -45, -100, -68, 94, 19, 95, 112, 50, 76"
values_860,23,"{19, 38, -54, 25, -45, 60, -64, -8, -59, -107, 33, -5, 56, 117, -27, 55, 38, -57, -29, -92, 90, -24, -25"
values_18,27,"{-10, 41, 35, 76, 90, -58, -4, 102, -69, 68, 83, -26, 73, -104, -78, -57, 53, 34, -27, 126, -9, 119, -36, 87, -125, -120, -14"
values_173,20,"{101, 93, 58, -92, 2, -79, -96, 53, -32, -83, -105, 83, 71, 49, -111, 90, 31, -30, 59, -75"
values_454,2,"{-96, 36"
values_176,16,"{71, 18, 87, 56, -73, -95, 123, 75, -26, 116, -95, 52, 74, 125, 100, 107"
values_698,7,"{-105, 33, 110, 73, 73, -58, 59"
values_869,15,"{-51, -74, -71, 106, 9, 85, 55, 66, 105, -32, 13, 5, 4, -71, 52"
values_697,18,"{-15, -3, 57, -28, 125, 72, -13, 46, 114, -76, -1, 31, 44, -2, -25, -88, 49, -4"
values_509,13,"{-119, 5, -37, -33, -75, -112, -105, -64, -82, 44, -30, 25, 38"
values_189,2,"{109, 111"
values_714,27,"{-89, 29, -14, 95, -96, -115, -125, 40, -81, -121, 58, -100, 97, 23, 63, -65, -126, 19, 23, 21, -75, 118, -63, -111, -86, 112, -30"
values_270,22,"{84, 63, 126, 12, -120, -43, 105, 26, -1, 17, 24, 78, 66, -36, -63, -50, -58, 112, -104, -5, 63, 107"
values_863,25,"{97, -51, 57, 78, -19, 121, 31, -4, -71, -41, 39, -107, -21, 73, -61, -22, 4, -96, 51, -26, 106, 84, -111, -26, 28"
values_548,23,"{121, 29, -33, 4, 109, -108, 116, -78, -52, -59, 89, -49, 126, 109, 90, -83, -13, 58, -94, 111, 20, 117, 78"
values_359,8,"{58, -117, 98, 64, -57, 115, 57, 118"
values_512,28,"{-98, -86, 1, -70, 25, 107, 47, -54, 120, 107, -37, 28, -42, 67, -112, 32, 61, -52, 110, 23, 5, -46, -76, 73, 70, -45, 29, 66"
values_656,9,"{-105, -93, 108, -60, 102, 99, 88, -112, -98"
values_684,13,"{-33, -54, -101, 39, 80, -118, 70, -16, -83, -33, -124, 74, 14"
values_171,3,"{-6, -79, -74"
values_675,4,"{68, -78, -20, -77"
values_657,14,"{-6, -88, -13, -1, 40, -104, 16, 106, -50, 87, 95, -39, 1, 112"
values_333,2,"{55, -102"
values_599,3,"{-32, -40, 8"
values_129,6,"{-25, -117, 78, -52, -68, 9"
values_886,7,"{-120, -59, -107, 18, 104, 95, 95"
values_107,5,"{93, 6, 26, 4, -110"
values_272,4,"{93, -58, 0, 42"
values_52,7,"{-101, 111, 35, -65, 122, 77, 22"
values_819,15,"{-31, 98, 78, -97, 58, 2, -126, -57, 0, -83, -99, -31, 3, -102, 90"
values_682,18,"{25, -52, 91, -42, 121, 48, 80, -112, 72, -95, -109, 39, -93, -84, -118, -85, 118, -96"
values_44,6,"{-43, 17, 26, -46, 62, 63"
values_914,6,"{-84, -15, -52, -47, 93, -17"
values_346,22,"{-117, -92, -29, 38, -13, -116, 32, -82, -58, -50, 102, 20, -43, 9, -98, 34, -111, 20, -18, 47, 37, -71"
values_151,17,"{65, 53, 64, 120, -65, -76, -8, 53, -118, 29, -57, -5, 77, -89, -87, 20, -105"
values_550,2,"{61, 17"
values_326,25,"{-29, -92, 26, 32, 104, 62, 35, 11, 93, 59, 9, 71, -26, -30, 104, -22, 78, -89, 84, -87, 7, -35, 48, 17, 36"
values_836,21,"{-126, 52, -66, -39, 73, 25, 80, -76, 9, -78, -118, 24, 71, -14, -105, -36, 64, 83, 56, -40, 56"
values_437,26,"{7, -110, -75, 40, 6, -34, 6, 15, 1, -38, 82, -26, 122, 28, -50, 77, 97, -70, 11, -113, -55, 38, -26, 118, -84, -42"
values_984,26,"{36, 56, 92, -32, 15, -8, -5, -33, -30, 115, -22, -122, 30, 41, 86, 38, 123, -94, -8, 119, 10, 18, 12, 111, 108, 123"
values_17,16,"{124, 126, 42, 17, -9, 33, -92, -88, 109, -10, 14, -106, 40, -122, -119, -119"
values_748,11,"{67, 88, -69, -71, -97, -8, 54, -122, -56, 93, 104"
values_581,11,"{-105, 24, 3, 18, 40, 45, 0, 54, 62, -10, 40"
values_705,5,"{-3, -122, -74, -94, -57"
values_121,5,"{-47, 55, -120, -21, -126"
values_219,24,"{-116, 113, 125, 41, 43, -22, 30, -124, -49, -6, 93, -8, 24, -101, -121, 112, -32, -109, 92, -58, 32, 97, -53, -60"
values_321,10,"{63, 105, -107, -3, -63, 44, -116, -86, 10, -82"
values_843,15,"{-84, -115, 101, -34, -80, -75, -103, -23, 75, 0, -61, 3, 88, 33, 107"
values_606,26,"{26, 87, 6, 68, 49, -95, -45, 54, -104, -118, -77, 125, -19, 72, -117, 9, -75, -61, -2, -86, -37, 53, -98, 96, -57, -112"
values_898,3,"{-77, 75, -69"
values_601,3,"{-13, -49, -95"
values_36,17,"{-75, -87, -37, -119, 51, -102, 4, 0, 9, 20, -60, 109, 84, -105, 76, -76, -114"
values_282,7,"{-90, 125, -111, -114, 107, -80, 51"
values_395,9,"{54, 35, 89, -95, 0, 34, -56, 0, 95"
values_449,19,"{-15, 75, 117, 11, 86, -87, -77, -47, 70, -95, -119, -42, -42, -8, 49, 100, -54, -117, 92"
values_209,25,"{-60, -11, -78, 6, -116, 65, 27, 84, -110, -67, 33, 77, 16, 96, 13, 26, 100, -37, -46, -17, -126, -61, 74, -2, -49"
values_956,23,"{81, 104, 47, 24, -99, -32, -98, 56, -59, -76, 101, 93, 75, 58, 61, 80, -20, -30, 118, -75, 112, -51, -85"
values_579,7,"{-76, -59, -38, -30, -92, -34, 68"
values_484,11,"{50, -41, -15, 94, 105, -79, -68, 108, -83, 3, 121"
values_521,13,"{64, 18, 45, -104, 43, -94, 32, -91, -64, 123, -78, -41, -97"
values_617,9,"{-85, 48, -46, 46, 63, 30, -78, -45, -81"
values_516,21,"{14, 60, 125, -105, 106, -81, 30, 15, -7, 5, 43, -74, 106, 0, 89, 75, -28, 121, -75, 27, -27"
values_358,25,"{-55, -78, -46, 58, -75, 109, 48, -69, 114, -121, -100, 79, -121, 62, 84, -124, 99, 11, -61, -14, -38, -87, 29, -24, -47"
values_335,6,"{43, -104, -109, -109, 100, 42"
values_139,15,"{-61, -8, 89, 73, 37, 108, 117, 43, -122, -88, 106, 106, -35, 39, -15"
values_992,19,"{34, -66, 8, 25, 107, -59, 44, -48, -123, 30, 112, -93, 100, 7, 81, 0, -37, 114, -96"
values_211,7,"{-39, 37, 86, 104, 34, -3, 32"
values_507,18,"{-33, -92, -77, -58, -95, 52, -19, -96, -13, 86, -99, 53, 43, -25, -103, 106, 97, -50"
values_921,26,"{88, 73, 111, 36, -31, 112, -45, -112, -118, -89, -36, 60, -86, -25, -82, -57, 46, -15, -24, -123, 73, -8, -99, -109, 107, 120"
values_138,2,"{67, 55"
values_275,26,"{7, 101, -45, 25, 124, 88, 115, -101, -24, -42, -72, 97, 108, -70, -17, 10, -39, 52, 78, 56, 55, 103, 82, -59, -74, -17"
values_614,21,"{29, 114, -88, 116, 108, -109, 28, 76, 28, -30, -72, 17, -86, -109, -57, -57, -108, -118, 104, 13, -126"
values_49,3,"{36, -34, 20"
values_227,22,"{104, 22, -48, 47, -43, 29, -29, -60, -91, 25, -32, 97, 4, -84, 60, -49, -34, -1, 124, -4, 35, -53"
values_203,25,"{-82, -29, 116, 4, 110, -17, -50, -5, -23, -1, 86, 51, 64, 73, -10, 110, -32, -27, -14, -35, 122, -31, -57, -120, 46"
values_172,25,"{25, -116, -95, 28, -77, -62, -66, 74, 100, 5, 98, 86, -30, -59, 72, -43, -20, 73, -110, 32, 3, 4, 75, 6, 20"
values_86,19,"{-7, -119, -98, 29, 77, -107, -10, 64, -59, -100, -77, 73, 90, 53, -62, 101, -68, -10, 107"
values_178,24,"{-35, -43, 12, -8, -76, -44, 71, -88, -47, -72, 6, 109, 89, -10, 48, 5, -74, -27, -122, -23, -88, 68, -5, -50"
values_978,19,"{71, -25, -13, -48, 72, 75, 0, -29, 65, 19, -124, 117, 73, -79, -99, 71, 37, -124, 36"
values_253,23,"{-13, 55, 31, -51, -6, 72, 95, 66, -39, -116, -113, 52, -100, 2, -98, -122, 102, -104, -94, -7, -4, -108, -38"
values_291,5,"{96, 36, 122, 61, -82"
values_911,11,"{13, -33, -98, 108, -7, -91, -9, 33, 97, 7, 32"
values_230,20,"{37, 95, 48, 7, 115, -119, -97, 83, 72, 31, 25, 107, -103, 68, -76, -86, 52, 39, 43, 92"
values_318,26,"{36, -57, -119, -37, -29, 99, -96, 98, -53, -74, 116, 95, -30, 14, 12, 19, -70, -28, -118, -65, 4, 60, 59, 5, 114, 13"
values_798,7,"{111, 39, -8, 41, -84, -31, -83"
values_638,21,"{-110, 94, -108, 41, -48, 117, -33, 3, 107, -57, 83, -49, 60, 110, -38, -102, 76, -39, 114, -21, 31"
values_112,25,"{-99, -25, 45, 106, 81, -19, -14, -25, 51, 59, 92, -59, -64, -20, 59, -107, -55, 32, 82, -94, -98, 45, -32, -32, -123"
values_201,28,"{125, -109, -14, 94, -30, 0, -27, 49, 24, -27, -49, -117, -122, 115, 112, -101, -102, -113, -47, -81, -74, 107, -38, 49, 37, -1, 42, 105"
values_629,26,"{52, 57, -77, 1, 57, 121, -82, 29, 2, 106, -30, 90, -83, 12, 97, -96, -91, 48, 23, 67, -35, -55, -31, 77, 115, -14"
values_337,23,"{-103, 68, 68, 11, -86, -47, 80, -16, 76, 120, -28, 55, 50, 106, 102, 102, -95, -44, -73, -113, -99, -48, 50"
values_37,10,"{71, 79, -21, -102, 8, -46, -72, -25, -79, 34"
values_56,23,"{-69, 34, -125, 28, 87, 100, 97, 4, 53, 109, 123, -70, 6, 86, 60, 106, 92, 30, 59, -108, -123, -123, -86"
values_316,18,"{21, -115, -75, -37, -112, 21, -80, -87, -31, -48, -12, 89, 49, -59, 53, -5, 6, 114"
values_829,18,"{-112, -49, -47, -123, -60, 28, -34, -44, 74, -119, 117, 76, -111, -75, 80, -101, -58, 62"
values_63,17,"{63, 97, -56, -119, -51, -68, -37, 52, 32, 10, -20, -111, 10, 33, 81, -59, -121"
values_35,17,"{70, 120, -74, 61, -73, -67, 35, 24, -4, 53, -39, 114, -55, 105, -94, 75, 0"
values_519,8,"{-114, 104, -12, -83, 126, -68, 100, -6"
values_481,23,"{-109, 123, -52, -91, -98, -111, -13, -69, -91, 118, 114, -76, 88, 69, 5, 63, 113, 3, 40, -122, -107, -76, -123"
values_278,12,"{-15, -90, -35, 62, 92, 101, 40, 82, -7, 12, -98, -118"
values_186,25,"{-123, -108, -34, -104, 76, 51, -31, 45, 44, -44, -124, 23, 3, 78, -107, -13, 112, 112, 111, -47, 68, 39, -99, 27, -15"
values_702,20,"{-16, -109, 122, 122, 16, 36, -97, 87, -49, -116, 83, -30, -32, 30, -71, 56, -123, -19, 114, 64"
values_722,11,"{87, -81, 21, 52, -100, 126, 84, -59, 122, 70, 112"
values_97,9,"{44, -32, -68, 46, 39, 17, 1, -67, 16"
values_329,26,"{-92, 125, 102, 79, 51, -39, -105, -118, 96, -10, 87, 45, 88, 43, -40, 78, 89, 109, -113, -10, -6, -58, -67, -111, 121, 39"
values_75,10,"{122, 67, 104, 66, -96, 123, 44, 105, 108, -6"
values_560,18,"{114, 0, -125, 64, -47, 105, -70, -38, 94, -7, -69, -71, 105, 96, 73, -14, -122, 114"
values_612,9,"{19, 59, 4, 47, -15, -108, 66, 107, -123"
values_421,5,"{40, 92, -90, 66, 102"
values_639,19,"{-76, -39, -51, 53, 13, 112, -92, 96, -89, 100, 60, -62, -97, -84, 106, -47, 20, -123, 17"
values_939,19,"{-24, 68, -18, -15, 99, -124, -48, -72, 20, -7, 117, 45, -43, 97, 67, 13, 40, -27, -51"
values_198,28,"{-28, 92, 9, -26, -79, -115, 77, -48, 10, -110, 11, -5, 121, 114, 95, -53, 117, -12, -41, -2, -44, 6, -110, -43, 111, -126, 45, 106"
values_840,6,"{-92, 32, 19, 43, 22, 56"
values_415,5,"{-22, -113, -20, 0, 117"
values_405,8,"{-35, 106, -108, 0, 33, -21, -95, 115"
values_100,7,"{120, 87, 98, 50, 96, 117, 68"
values_726,27,"{-25, 21, 60, -34, 22, -70, 59, -59, -121, -107, -43, -9, 70, -124, -92, 109, 60, -124, 75, 73, -54, -83, -21, -89, 81, 106, 0"
values_265,25,"{89, 12, 109, -90, -85, -39, 83, 31, 87, -61, -72, -62, 113, -26, 57, -1, 31, 42, 67, 22, 98, 5, -100, -23, 100"
values_743,18,"{-66, -91, -17, -39, 106, -103, 9, -105, -13, -6, 49, -107, 109, 124, -13, 78, -97, 67"
values_436,10,"{-85, -5, 105, -120, 1, -31, -90, -79, 124, -48"
values_583,24,"{102, -121, -116, -85, -20, -70, -108, 28, -83, 73, -111, 108, 105, 107, -90, 9, 41, -30, -86, 83, 26, 43, -76, -20"
values_525,21,"{100, 1, 97, 49, 58, 82, 24, -90, 85, 34, -62, -79, -92, -20, 22, 75, -72, -112, -6, 34, 10"
values_677,11,"{-35, -90, 45, -49, 38, 7, -5, -65, -16, -83, 71"
values_289,8,"{59, -46, -74, 95, -42, -8, 46, -64"
values_255,18,"{85, -52, 72, -101, 112, 54, 64, 0, 6, -50, 55, -51, -3, 44, 60, -113, 8, 119"
values_529,11,"{-19, -18, -4, -77, -86, -11, 33, 51, 96, -111, -41"
values_826,5,"{0, -75, 16, 30, 61"
values_362,21,"{4, 30, -42, 116, -102, -57, -53, 109, -29, -114, -37, -24, -33, -71, -116, -62, -121, -56, -36, -35, -96"
values_355,10,"{50, 0, 69, -77, -118, 3, 23, -62, 92, 17"
values_506,27,"{-84, -66, -52, 103, 59, -40, 24, -116, 118, -126, 13, 99, -37, 4, -75, -77, 103, 83, -7, -90, -68, 36, -115, 119, 23, 47, -83"
values_315,10,"{33, -25, 89, 102, -113, -36, 112, -26, 25, 87"
values_604,27,"{8, -1, 10, 8, -119, 37, 58, 65, -87, -99, -64, 5, -38, 15, 23, -115, 51, 101, -91, 73, 54, -108, 35, -70, 47, 66, -93"
values_57,7,"{-122, -43, 36, -47, -61, 107, 119"
values_133,4,"{-115, 87, 92, 76"
values_787,4,"{115, -125, -5, 54"
values_799,11,"{-125, -41, 83, 98, -34, -41, -111, 36, 98, 8, 44"
values_765,5,"{-6, 87, -16, -111, 44"
values_887,9,"{106, -20, -85, 53, 32, 50, -58, -33, -85"
values_952,5,"{76, 77, -68, -60, -116"
values_631,4,"{81, 15, -25, -86"
values_306,10,"{58, -122, 115, -97, -54, -97, 22, -72, 12, -36"
values_497,24,"{-99, 14, 68, -104, -43, -19, -123, -109, 84, -63, 120, 58, 92, -28, 25, 8, 29, 114, 24, -77, -51, 17, -51, 101"
values_821,7,"{-74, 124, -124, 69, 57, -91, 81"
values_618,28,"{-120, 117, 2, -74, 72, -73, -92, -101, -63, -50, 113, -16, 83, 20, -121, -65, 74, -91, 120, 117, 96, 35, 90, 39, 28, 124, 0, -32"
values_271,9,"{-116, 50, -30, -82, -2, -88, -24, 9, -88"
values_645,18,"{-44, -114, 68, -84, -42, -103, -21, -81, 14, -23, -33, -90, 117, 15, -58, -72, 38, -62"
values_985,9,"{-20, 93, 77, -91, -93, 17, -93, -49, -29"
values_400,8,"{26, 21, -62, -56, 126, 46, -124, -49"
values_562,13,"{-92, 64, -122, -50, 59, 86, 11, -123, 53, 43, -122, 67, 121"
values_590,8,"{67, -28, -90, -72, -13, 2, 29, 98"
values_648,11,"{34, 112, -90, 8, 32, -70, -100, 50, 49, -1, 68"
values_325,17,"{-70, 10, 68, -14, 48, 2, -65, -71, -91, 123, 49, -41, -14, -27, -89, -126, -28"
values_883,12,"{-39, 98, -60, -91, -16, -100, -96, 11, -6, -79, 24, -19"
values_827,14,"{-90, 16, 13, -69, 53, 65, 63, 44, -80, -121, 16, -33, -116, 94"
values_854,26,"{-76, -38, 12, -6, -96, -94, -58, -83, -119, -38, 73, -43, 1, -1, -17, 6, -12, 39, -69, 7, -88, 98, 78, -51, 66, -18"
values_307,19,"{76, -112, 109, 14, -111, 17, 40, 41, -59, 79, 53, -38, 4, -22, -47, 35, -36, 15, 113"
values_88,10,"{-103, -4, -38, 81, -88, 101, 51, 24, 47, -52"
values_958,27,"{-113, 77, 93, -21, -10, -124, 64, -61, -108, -57, -67, 75, 114, -24, 68, 40, -93, -22, 48, -120, 51, -13, 9, -13, -46, -1, 38"
values_251,19,"{91, 53, 80, 18, -20, 20, -102, 29, 91, 57, 115, -125, 21, -45, 106, -68, 65, 123, 26"
values_902,14,"{60, -8, 79, -98, -122, 97, 77, 117, -37, -102, -71, 21, 84, 29"
values_680,19,"{-108, 62, -126, -120, 54, -91, -89, 64, -27, -90, -4, 91, -36, -1, 66, 32, -58, 24, -77"
values_884,7,"{-23, 19, 32, -17, 71, 55, -58"
values_901,19,"{20, 78, -63, 41, -70, 40, -82, -112, 75, -122, -118, -2, -104, 110, -88, -52, 52, -111, 68"
values_354,3,"{103, -105, 19"
values_420,2,"{-65, 83"
values_103,14,"{-60, -105, 18, -32, -38, -21, 12, -21, -2, -24, -125, -36, -24, 121"
values_10,18,"{111, -84, 68, 66, -82, -36, 56, -36, 32, -69, -55, 7, -115, -115, 122, 123, -105, -117"
values_474,11,"{126, 25, 94, 94, -115, 115, -36, 23, -76, 55, 115"
values_53,11,"{3, 106, -31, 16, -95, -41, 117, -90, 9, 66, -36"
values_8,2,"{-21, -39"
values_39,13,"{34, -92, -60, 38, 9, 34, 12, -15, 9, -66, -25, 31, -30"
values_755,11,"{-48, -21, -126, 66, 47, 56, -42, 41, -120, -32, 15"
values_124,7,"{-110, -37, 90, -118, -83, 110, -5"
values_841,19,"{69, 47, 51, -66, 123, 58, -14, 20, -24, 54, 123, 109, 98, -62, -20, 2, -78, -47, -88"
values_510,7,"{93, 56, -8, -97, -84, -100, -73"
values_989,2,"{-84, 120"
values_706,27,"{-49, 110, -48, 119, 97, 54, 15, 26, -28, -16, -43, -52, -42, -85, 69, 88, -2, 105, -72, -27, 114, -9, 90, -115, -107, 115, 52"
values_257,5,"{-9, -87, -42, 33, -24"
values_811,22,"{-49, -79, -75, -78, -86, -121, -63, 120, 24, -116, 109, -39, -95, -56, -77, 20, -97, -35, -43, -43, 122, 75"
values_111,17,"{5, -64, 34, -28, 120, 20, -81, -113, 22, -92, -8, -96, -37, -95, -45, -14, -74"
values_47,8,"{47, 55, 3, 25, -3, -105, 34, 122"
values_928,13,"{13, 25, -53, -125, 63, -85, 104, -46, 118, 12, -24, -8, 19"
values_561,19,"{-98, -19, 52, -95, -49, 6, 51, -109, 111, -95, 8, -67, -86, 83, -65, -56, -2, -42, 24"
values_383,9,"{-120, 118, 13, -5, 26, 11, 10, 62, -1"
values_498,3,"{39, -23, 121"
values_60,2,"{-43, -79"
values_737,27,"{-103, 38, 30, -85, -36, 53, 2, -29, 119, -84, -53, -45, 88, 73, -116, 99, -65, -50, -124, -90, -56, 125, 86, 123, -6, -97, -85"
values_624,28,"{-125, -53, -1, 27, 120, -27, -25, -12, 101, 24, -31, 6, 39, -118, 1, -54, -112, -101, 81, 58, 28, 6, 72, 47, 46, -124, 58, 81"
values_973,4,"{-104, -75, -82, -56"
values_472,6,"{-11, -75, 22, -12, 44, 119"
values_280,15,"{-87, -44, -21, -39, 43, -110, -97, 55, 38, 108, -62, 2, 49, -29, 11"
values_389,23,"{122, 47, 27, -62, -100, 20, -112, 45, -101, 59, 97, -97, 43, -24, -58, -67, -32, 30, 64, -85, -31, -117, 40"
values_651,16,"{-74, -100, 30, 37, -2, -68, 108, -93, -98, 50, -1, 92, 109, 37, -14, 19"
values_642,7,"{-56, 40, -17, 42, 62, -62, -53"
values_668,7,"{-72, -82, 48, -75, 26, -117, 105"
values_551,21,"{6, -97, 15, 5, 58, -37, -120, -104, 36, 86, 28, 103, 101, 14, -30, 113, 35, 78, -84, 64, -108"
values_750,19,"{99, -72, -21, -36, 25, -121, -124, -82, -124, -104, 29, 10, 9, 9, -90, -29, 42, 88, -114"
values_592,22,"{73, -93, 122, 122, 115, 104, -35, -22, -18, 68, -106, 70, -103, -80, -123, -67, 10, -15, -29, -12, -21, -84"
values_89,5,"{-104, 102, -74, 58, -10"
values_411,25,"{-83, 23, -120, -1, -53, 93, 64, -44, -95, -107, 100, -1, -30, 59, -118, 95, 40, -28, -6, 29, -52, -44, 9, -8, 0"
values_620,3,"{5, -35, -87"
values_357,13,"{56, -82, 18, -87, 61, -31, -99, -32, 94, 100, -112, 107, -33"
values_247,3,"{63, 80, -121"
values_692,26,"{-30, -77, 120, -57, -120, -5, -120, 52, 58, -24, -104, 8, 36, 3, -108, -83, 107, -41, 105, -14, -6, 50, -41, -89, 57, -81"
values_572,8,"{-38, 63, -86, -123, 4, 69, 5, 126"
values_757,21,"{-50, -10, 114, 63, 67, 27, 73, 27, 33, 75, -17, 54, 3, 74, -84, 28, 6, 18, 12, 80, 102"
values_566,22,"{106, 80, 45, 3, 85, 34, -28, 13, -16, 117, -87, 90, 96, 33, 77, 88, 69, 93, -106, 106, -126, 122"
values_216,14,"{18, 88, 72, -103, -114, -38, 93, 89, -16, 106, -4, -116, 8, -7"
values_951,5,"{11, -14, 52, -119, -93"
values_910,6,"{-68, -60, 79, -62, -16, -113"
