inputName,size,a[size]
values_30,23,"{74, -106, -23, 102, -24, 125, 15, -119, 12, 89, -92, 65, 80, -73, 53, 0, 67, 58, -28, -68, 22, -59, -114"
values_820,5,"{-111, 74, -23, 125, 93"
values_393,8,"{55, -114, 9, 83, 1, 96, -90, -2"
values_576,13,"{-20, 5, -123, 103, 62, 51, -90, 69, -89, -69, -4, 31, -116"
values_445,6,"{115, 97, 76, 80, 37, 66"
values_662,18,"{-71, 54, -108, -15, 82, -70, 37, 21, -7, -26, 123, -68, -67, -27, 98, -52, -117, 88"
values_403,8,"{-4, -50, -97, 63, -86, 52, -26, 20"
values_640,5,"{-24, -16, 115, -93, 30"
values_59,13,"{-105, -35, 80, 93, -20, -68, -86, 92, -49, -99, -11, 18, -20"
values_490,6,"{-12, 77, 124, -70, 8, -86"
values_194,10,"{-63, -65, 54, 53, 99, -26, 35, -75, -25, 5"
values_751,6,"{70, 4, 72, 92, 102, -38"
values_663,16,"{-42, 76, -95, 94, 88, 6, 58, -46, 92, -11, -70, -53, -112, -113, -40, -61"
values_938,10,"{-87, 50, -27, -3, -73, -124, -35, -43, 100, 35"
values_532,10,"{3, -125, -102, -24, 103, 121, 124, 89, 16, 76"
values_885,3,"{77, 20, 79"
values_713,22,"{84, -120, -123, 8, 89, 121, 73, 25, -33, 37, 118, 12, -42, 53, 78, -10, -45, -11, -5, 74, -121, -6"
values_193,20,"{122, 68, -20, -88, -95, 87, 101, -26, 99, 37, 79, -18, 20, 29, -13, -75, 81, -36, 5, 71"
values_650,19,"{-17, 76, -42, -51, 104, 9, 39, 59, -120, 77, 15, -23, -28, 118, 14, 77, 49, 71, 48"
values_564,2,"{-95, -97"
values_267,6,"{60, -21, 71, 109, 100, -99"
values_147,9,"{71, 116, 41, -69, -58, -11, 21, -111, -117"
values_709,10,"{74, 97, 15, 84, -108, 94, -15, 99, -55, -117"
values_857,8,"{72, 51, -79, -58, -56, -61, -89, -33"
values_334,19,"{-64, -19, 124, -52, -90, 82, 74, -60, -17, -98, 111, 120, 54, -28, 38, -13, 59, -6, 112"
values_965,16,"{-48, -109, 63, -71, -11, 17, 107, -38, 43, 64, -121, -46, -97, -14, -26, -69"
values_824,23,"{-100, 68, 21, 26, 120, 21, 84, 53, -126, -56, -79, 76, 115, -22, -77, -58, -66, -85, 114, 61, 116, -110, -58"
values_784,12,"{107, 119, 93, 53, 6, 57, 87, -38, 47, -1, -53, -41"
values_229,18,"{104, 109, -63, 21, 11, -19, -43, -58, -36, 65, 0, 56, 38, 17, -82, -38, 71, 99"
values_538,13,"{8, -49, 74, 3, -11, 75, 65, 50, 28, 104, -93, -41, 123"
values_463,2,"{122, 15"
values_741,10,"{72, 109, 86, -63, 50, 88, 110, -6, -17, -63"
values_85,10,"{123, -74, 17, 20, 8, 17, 68, -87, 49, -58"
values_493,5,"{117, 17, 6, 126, -112"
values_794,16,"{-87, -76, 11, 67, 45, 48, 97, -40, -58, -2, 70, -118, -29, -81, 20, -118"
values_202,10,"{44, 119, -54, 27, -104, -109, 52, -56, -39, -121"
values_74,8,"{-116, 120, 44, -111, 112, -37, 29, -12"
values_410,2,"{69, 79"
values_469,18,"{122, -5, -51, 110, -100, -87, 103, 75, 104, -8, 25, -12, -70, -55, 120, 11, 15, -78"
values_394,14,"{-91, 51, 78, 71, 67, -1, -28, 36, 0, -79, -107, -24, -47, 97"
values_149,27,"{63, 6, 9, -94, 82, -121, 72, 111, -95, 48, 29, 14, 18, -116, -114, 123, 81, -110, 32, 25, -9, -115, -89, 40, -68, 52, 3"
values_945,23,"{-15, -78, -4, -105, -26, 18, 51, -10, -75, 120, 69, 37, -61, 65, -112, 47, 91, -125, -42, -33, -49, 81, -58"
values_293,25,"{114, -117, 78, 93, 107, -78, 95, 22, 48, -108, 0, -59, -31, 43, 95, 79, 19, 44, 100, -28, 91, -68, 12, -37, -112"
values_456,19,"{-123, -98, -22, -29, 38, -65, 41, 92, -44, -1, 116, 0, -19, 123, 99, 95, 100, -36, -73"
values_975,20,"{61, -70, 59, 21, 55, -31, 42, 57, -110, -55, -38, -61, 40, -115, -44, -104, -96, 25, -97, -30"
values_547,27,"{78, -74, 71, -17, -64, -38, 28, -28, -33, 78, -101, -33, -102, 89, -107, 49, 49, 19, -96, 3, 76, 60, 102, -120, -23, 54, -23"
values_164,24,"{55, 62, 46, 104, -51, -47, 53, -110, -81, 29, 0, 97, -12, 93, -48, 40, 56, -55, -99, 100, 56, -56, -50, 33"
values_720,7,"{65, 83, -32, 3, 97, -95, -76"
values_833,6,"{29, 72, 2, -54, -105, -34"
values_90,14,"{32, 106, -29, -49, 54, 76, 117, -61, 113, -27, 70, -112, -14, -104"
values_954,19,"{-65, -102, 115, 122, -68, 93, 11, 36, -35, -44, -90, 87, -109, -36, -34, -111, -63, -74, -79"
values_483,19,"{-50, 71, 84, -15, 119, 24, -112, 78, -27, 15, -112, 39, 99, 60, 125, 72, 126, -38, 9"
values_990,9,"{-10, -35, 47, -78, -88, 0, -114, -33, -8"
values_113,3,"{102, -93, 11"
values_878,22,"{-84, -5, 125, -74, -52, -72, -120, 22, -41, 2, -73, 23, -19, 107, -120, 112, 20, 45, 43, 51, 21, -14"
values_942,7,"{55, 18, -50, -3, 53, -32, -98"
values_126,7,"{-75, -4, 41, 72, -37, -54, 71"
values_666,14,"{108, -68, -73, -19, -80, -1, -89, -1, -85, 13, -22, -119, -125, 17"
values_960,23,"{-3, 113, 118, -51, 49, 25, -32, 33, 2, -80, 46, 118, -32, -54, -27, 113, 89, 37, -120, -85, 29, 44, 44"
values_783,8,"{-35, 106, 59, 83, 50, -57, 9, -51"
values_735,11,"{-64, 64, -49, 49, 67, -110, -92, -15, -38, 85, 25"
values_439,19,"{121, -80, -74, 63, -114, -73, -111, 67, 117, 33, -65, -94, 21, 28, -83, 105, 110, 118, -117"
values_860,11,"{-100, -44, -42, -102, -3, 84, 26, -114, -114, -83, -2"
values_18,13,"{93, -81, -44, -126, -3, 88, -36, 62, -9, 16, -46, 37, 89"
values_173,6,"{81, -57, -22, -71, -105, 21"
values_454,13,"{-28, -17, 30, 115, -91, -47, 46, -17, -69, 78, 10, 71, -122"
values_176,27,"{-45, 71, -114, 21, -36, 66, 124, -58, -42, 14, -10, 26, -91, -58, 28, 42, -86, 18, -21, 81, -44, -47, -96, 84, 84, -44, 30"
values_698,2,"{46, -98"
values_869,16,"{88, -105, 25, 83, -53, -38, -25, 119, 65, 119, 9, -55, -42, 14, -5, -117"
values_697,9,"{23, 87, 63, -80, 2, -4, 40, 62, -103"
values_509,2,"{-102, -115"
values_189,8,"{63, -48, 97, 64, 5, -121, 68, -71"
values_714,20,"{98, -56, -120, -114, 10, -52, -125, 93, 33, -83, 20, -92, 21, -47, -77, 43, 36, -21, 55, -11"
values_270,2,"{50, -97"
values_863,26,"{20, -21, 1, 103, -34, -114, 46, 53, -47, 12, -113, 13, 56, -95, -60, 5, 68, 1, 52, -47, 63, 13, -96, -64, -71, 2"
values_548,25,"{61, -104, 7, -115, -66, 3, -94, -50, 100, 124, 103, 107, 94, 22, 81, 33, 97, 77, 111, -85, 55, -120, -6, -4, -26"
values_359,18,"{-50, 114, 69, -25, -98, -12, -70, -45, 101, -88, -54, -123, -50, -9, -115, -103, -91, -88"
values_512,20,"{-30, 4, -45, -117, -101, -40, -35, -31, 50, -82, -96, -33, -78, -2, 17, 48, -116, -88, -70, -4"
values_656,18,"{9, 68, 54, 55, 90, 126, -93, -9, -74, 20, 34, -10, -52, 46, -116, 88, -1, -120"
values_684,16,"{29, 110, 75, -52, 29, -74, -52, 57, -44, 9, -87, 98, -51, -46, 11, -17"
values_171,11,"{-110, 3, -78, 122, 116, -124, 40, 35, 25, 54, -99"
values_675,28,"{54, 98, -32, 62, 82, -68, 82, -110, -64, 26, -43, -88, -72, -106, -90, 34, 108, 16, 68, 112, -56, -83, 59, 119, 114, -50, -61, 123"
values_657,3,"{116, 59, 32"
values_333,10,"{-93, -111, 85, 101, -77, 25, 82, 50, 79, 7"
values_599,6,"{-106, -38, -69, 38, 70, -57"
values_129,6,"{-104, 87, -46, 41, 106, 45"
values_886,8,"{92, -76, 70, 79, 95, -108, 10, 103"
values_107,23,"{-51, 27, 13, -55, 44, -23, -89, 98, 105, 125, 11, -95, 6, 4, -19, 15, -101, 95, -24, 50, 35, -1, 1"
values_272,8,"{-62, 18, 122, 94, -93, -26, 18, 17"
values_52,23,"{2, 111, 95, 0, 51, 9, 47, 29, -77, 69, 19, 8, -9, 80, 62, 113, -81, -82, -62, -73, 19, 113, 89"
values_819,23,"{117, 57, -88, -32, -111, 31, -27, -2, 45, -110, -106, 32, 51, -122, -17, 34, 46, -79, -51, 113, -109, -83, -108"
values_682,14,"{100, 3, 27, 22, -53, -70, -14, 33, 89, 8, 28, -1, -35, 96"
values_44,16,"{-33, -70, -40, 85, 114, -101, 52, 113, -17, -115, -109, -49, 114, -96, -123, 74"
values_914,4,"{15, 126, -12, -116"
values_346,3,"{123, 56, 96"
values_151,17,"{78, 109, 38, 96, 107, 37, -107, -124, 99, 50, 67, 46, -49, -96, 14, -86, 79"
values_550,3,"{57, -122, 27"
values_326,17,"{121, 14, 90, 62, 105, 48, -9, 29, 44, -104, 22, -44, 47, 95, -10, 62, 86"
values_836,10,"{81, 125, -28, 41, 24, 99, -59, 58, -98, -14"
values_437,20,"{21, 37, -16, -14, 115, -67, -19, -6, -74, 28, -87, -109, 41, 116, 12, 87, -40, -34, -58, -89"
values_984,7,"{76, -17, 70, 122, -110, 99, 52"
values_17,13,"{51, -77, -61, 100, -39, -4, 77, -118, -76, 107, 108, -43, 47"
values_748,2,"{113, -20"
values_581,8,"{1, 80, -25, -34, 57, 4, -79, 107"
values_705,11,"{-93, 70, 55, -72, -123, 101, 111, 17, 88, -58, -5"
values_121,2,"{-91, 77"
values_219,3,"{40, -69, -44"
values_321,22,"{-124, -124, 44, -97, -20, -90, -42, -5, 107, -36, -96, 90, 95, 85, -42, -8, 24, -30, -29, 64, 80, 60"
values_843,21,"{69, -46, -20, 37, 67, -24, 122, 88, -18, -10, -115, -4, 61, -53, -55, -24, 96, 98, -21, 106, 22"
values_606,6,"{111, -35, 120, 5, 118, 91"
values_898,3,"{-33, 67, -80"
values_601,6,"{-72, 13, -50, 33, -111, 23"
values_36,7,"{55, 22, -73, -85, 7, -74, -85"
values_282,6,"{72, 105, -55, -14, -12, -97"
values_395,3,"{53, -34, -49"
values_449,20,"{103, 87, -33, 112, 9, -18, -110, -65, -50, 126, -45, -53, -40, 50, 94, 71, 81, -58, 41, -124"
values_209,17,"{-1, -64, -78, -32, 63, -59, 56, 10, -6, -113, 73, -22, 116, -89, -56, -121, 21"
values_956,8,"{94, 47, 103, -54, 61, -80, 58, -28"
values_579,14,"{-43, 38, -7, -2, 125, -75, -111, -55, 23, -103, 78, 21, -28, -116"
values_484,4,"{-106, 66, -42, -108"
values_521,9,"{27, 90, -76, -10, -111, -92, 54, 3, 95"
values_617,2,"{51, -95"
values_516,2,"{-122, 6"
values_358,10,"{-114, -39, -63, -48, -91, 97, -109, -58, -62, -118"
values_335,9,"{84, -50, -93, 97, 116, 12, -108, 95, 44"
values_139,8,"{-48, 66, 12, -114, -117, -99, -29, -27"
values_992,21,"{-102, -123, 82, -25, -44, 2, -14, -77, -19, 10, 37, 24, -13, -117, 124, -65, 71, 50, 33, -87, 2"
values_211,10,"{-24, 60, 72, 85, -83, -24, -74, -12, 44, -55"
values_507,22,"{-58, 94, -103, -46, 26, 103, -79, -46, 107, 22, 35, -101, -104, -23, -44, 112, -15, -113, -6, 126, -27, -115"
values_921,23,"{-117, -18, -48, -110, 72, 73, -50, 72, 118, 100, 74, -33, -47, 44, -107, -38, -85, -90, 82, 29, 31, 31, -83"
values_138,8,"{41, 37, 32, 43, -86, -11, -38, 73"
values_275,24,"{12, 9, -112, -98, 126, -93, -96, -41, -81, -87, -95, 121, -117, -20, -77, -37, 34, -35, -25, 112, 69, -53, -66, 95"
values_614,5,"{88, -21, -95, 92, -56"
values_49,12,"{-37, -23, 124, -63, -48, -76, -69, 14, -81, 40, 67, -89"
values_227,17,"{111, -31, -105, 55, -86, -126, -64, -22, -29, -91, -13, 83, -3, 50, -115, -80, 17"
values_203,7,"{43, -30, 12, 9, -2, 18, -63"
values_172,21,"{-99, -97, -80, 67, 11, 121, -118, 59, 112, 22, 33, -7, 1, -97, 39, 47, -36, 85, 16, -109, -70"
values_86,17,"{11, -83, 101, 26, -41, -19, 54, 61, 14, -29, -73, 1, -66, 44, -22, -53, 104"
values_178,9,"{15, 90, -28, 77, 23, 58, -21, 87, 67"
values_978,8,"{-79, -31, -7, 72, -90, -54, 122, -9"
values_253,10,"{-93, 89, -61, -95, 94, 2, -72, -115, 100, -61"
values_291,6,"{53, -4, 82, 86, 101, 100"
values_911,22,"{56, 7, 51, 96, -11, 48, 9, -18, -57, -23, 97, -51, 41, 17, -18, 64, 70, -105, -124, -22, 119, -113"
values_230,16,"{103, 117, -13, 10, -44, -56, 78, 44, -53, -104, 10, 32, 77, 117, 122, 50"
values_318,17,"{-119, -61, -120, 63, -42, 17, 91, 118, 16, 7, -89, -101, -4, -55, 100, 100, 102"
values_798,4,"{-45, 67, 81, 84"
values_638,12,"{91, -96, -100, -100, 92, 74, 118, 12, 19, 84, 35, -99"
values_112,9,"{111, 25, 67, -60, 29, -124, -52, -13, 32"
values_201,25,"{37, -92, 85, -49, -58, 34, 29, -39, -44, 0, 34, -11, -60, -34, -35, 91, -104, -81, 96, -18, 37, 103, -35, -41, -77"
values_629,9,"{28, -91, 9, 7, 56, 106, 126, 104, 89"
values_337,8,"{13, -52, -55, -125, -71, -4, 38, -29"
values_37,22,"{82, 50, 97, -28, -25, -66, -11, 44, 112, 51, 21, -50, -95, -112, -57, -19, 42, -81, -30, 107, -43, -116"
values_56,16,"{-2, 78, -126, 94, -26, -44, 25, 61, -24, 90, 64, -85, -35, 26, -45, 49"
values_316,5,"{5, 15, -121, 110, 66"
values_829,4,"{-4, -4, 125, -23"
values_63,19,"{5, -109, -59, -49, 64, 124, 121, 24, -26, 96, 87, 93, 52, -64, -94, 71, -47, -93, 70"
values_35,11,"{-107, 34, 4, 30, 38, -49, -103, 30, 113, 40, -18"
values_519,20,"{-41, 83, 36, -117, 98, -76, 17, -99, -106, -77, -33, 25, 102, 0, 107, 49, -119, 32, -106, 80"
values_481,23,"{57, -121, -27, 72, -100, -92, 8, -82, -45, 89, -56, -73, -95, 106, -45, 99, 118, 14, -69, 17, 101, 103, -112"
values_278,15,"{-91, 47, -28, 69, -25, 9, 67, -93, -48, 112, -44, 119, 80, 64, 51"
values_186,10,"{53, 97, 67, 100, -7, 115, -81, -116, -117, -63"
values_702,22,"{-73, 88, -90, -118, 72, -50, -13, -86, -77, 124, -6, -35, -49, 4, -108, 71, -58, 76, -17, -47, 77, 85"
values_722,27,"{104, 93, -102, 58, -17, -113, -115, 84, -110, 88, -87, -119, -13, -5, -122, -115, -122, 17, -44, -108, 77, 9, 96, -115, 96, -6, -18"
values_97,18,"{-83, -98, 114, 93, 55, 57, -22, -56, -11, 104, -58, -64, -98, -8, -9, -31, -126, -21"
values_329,27,"{-114, 23, -72, -70, 5, 44, 43, -14, -23, 69, -96, 7, -16, -121, -81, 102, 76, -66, -92, 108, 118, -44, -55, -58, 17, 112, -13"
values_75,9,"{87, 35, -1, 7, 91, -21, 45, -107, 94"
values_560,27,"{62, 123, -99, 73, -100, -54, 121, 68, 32, 26, -17, 73, 27, 5, -82, -86, 66, -24, -42, -35, 4, 22, 14, 100, -50, -90, 98"
values_612,18,"{-8, -15, -46, -47, 124, -4, 108, 5, -85, 42, 108, 45, -19, -50, -11, 103, -65, -60"
values_421,4,"{-41, 7, 38, -86"
values_639,6,"{-24, -47, 28, 97, -62, 75"
values_939,24,"{-50, 117, -126, -46, -118, 48, -123, -64, -73, -72, -25, -23, 123, 95, 37, 10, 35, 51, 47, -73, 105, -7, 59, -4"
values_198,10,"{62, -84, 37, -97, -121, -51, 78, -1, 73, 14"
values_840,14,"{-110, -45, 6, 65, -125, -21, -40, -71, 22, -53, -121, 12, -75, 97"
values_415,5,"{-15, 43, -33, -123, -26"
values_405,20,"{-115, -71, -30, -125, -23, 7, 109, 105, -99, -84, 93, 125, -7, -69, 48, 15, -7, 104, 115, 25"
values_100,27,"{9, 95, 75, 62, 34, -93, 87, 65, 76, 19, 41, -49, -7, 53, 80, 118, 28, 43, 42, 78, 29, -78, -59, 100, 35, 13, -100"
values_726,28,"{-121, -59, -123, 54, 91, 66, -89, 1, 25, 69, 11, -47, -97, 111, -107, -24, -105, 3, -95, 22, -27, -102, -77, 48, -4, 68, -89, 36"
values_265,2,"{-99, 79"
values_743,26,"{-15, -92, -93, -55, 107, -83, -110, -25, 75, 54, 6, -82, 26, -102, 43, 33, -106, -64, -1, -119, -9, -53, 85, -41, -81, -88"
values_436,19,"{-68, 76, 58, -94, -83, -83, 7, -4, -39, -105, -101, 6, 120, -66, -122, 95, -7, 21, -1"
values_583,3,"{-98, 80, -112"
values_525,19,"{17, 43, 119, -97, 121, 85, 69, -28, 113, 122, -118, 92, -6, 64, -85, -26, 49, 11, 65"
values_677,22,"{-68, -90, 105, 65, 100, 109, 110, 95, -92, 108, -99, 116, -117, -115, -108, -107, 83, -35, -42, 31, 117, 123"
values_289,24,"{92, -78, -71, -17, -99, -32, -49, 120, 63, -53, -83, 8, 67, 107, -100, -6, 110, -119, -78, 62, -49, 103, 77, 15"
values_255,8,"{99, 21, -71, 74, -11, -87, -38, -28"
values_529,11,"{-14, -72, 67, -95, -113, -86, -63, 36, -48, 83, -22"
values_826,22,"{-8, -64, -37, -4, 122, 89, 124, 48, 16, -118, 84, 124, -59, 25, -85, 16, -14, 96, -81, -53, -111, -43"
values_362,25,"{103, -62, -44, -42, -50, -18, 23, 116, -80, 88, 0, -113, -47, -77, 45, 82, 79, -25, 40, -126, 35, 29, -51, 9, 70"
values_355,6,"{-56, 60, -61, -68, 124, -115"
values_506,7,"{36, -55, -7, -3, 107, -79, -111"
values_315,17,"{67, -42, 0, 102, -60, -106, -73, -13, 91, 23, 12, 65, -63, 41, -1, 98, -107"
values_604,14,"{-110, -79, -29, -76, 79, 56, 38, -71, -4, -84, -43, -114, -86, -40"
values_57,18,"{-68, 123, -100, 47, 126, 25, -51, 39, 24, 120, -79, -110, 45, -18, 22, 9, 32, 27"
values_133,9,"{47, -29, 70, 41, -122, -67, 104, 69, -95"
values_787,5,"{70, -59, -80, 122, -105"
values_799,16,"{58, 56, 126, 41, -16, -63, 37, -87, 69, 55, -9, -20, -24, -33, 1, 54"
values_765,24,"{-101, 48, 82, -47, 109, -62, -124, 25, 29, -24, 126, -55, 68, 123, 31, -88, 98, -6, 21, -11, -98, -85, 54, -75"
values_887,7,"{28, 106, -30, -63, 51, -46, 70"
values_952,10,"{62, -116, -46, -2, -8, 118, -36, 34, 93, -113"
values_631,18,"{-125, 23, -97, 11, -91, -39, 28, -53, 56, 96, 7, 1, -121, 97, -100, 31, 77, -30"
values_306,11,"{112, 9, -91, 45, 105, -71, 13, 66, -75, -72, -122"
values_497,7,"{100, -99, 42, 61, -61, 80, -19"
values_821,14,"{-67, -91, -118, -102, 33, -98, 28, 52, -105, 110, 82, 31, 71, -37"
values_618,8,"{33, 0, 28, -92, -100, -67, -57, 99"
values_271,11,"{34, 79, 126, 107, 106, 88, 51, -121, 33, 22, 120"
values_645,4,"{11, 108, 48, 30"
values_985,26,"{53, -90, 98, -112, 39, 9, -35, -33, 45, 51, 84, 101, 122, -121, -113, 72, -22, -95, -42, 102, -26, -117, -29, -69, -89, 82"
values_400,22,"{93, 69, 108, -71, 44, 18, -57, -100, 119, -61, 79, 102, -103, 105, 28, -69, 20, -9, 70, -106, -51, 90"
values_562,2,"{47, -116"
values_590,24,"{29, 40, 25, -116, 0, 48, 56, 53, 35, -46, 24, 24, -99, 9, -110, -101, 112, 88, -65, -105, 27, 8, 125, 39"
values_648,3,"{82, 26, -52"
values_325,14,"{104, -61, -92, -50, -84, 9, -25, 79, -75, -20, 56, -83, -117, 10"
values_883,22,"{-62, 33, 91, -71, -68, -74, -113, 118, -5, -15, -14, -41, -39, 45, 10, 44, -122, 80, -97, -52, -35, 107"
values_827,22,"{74, 0, -83, -123, 89, 79, 45, 112, 125, 47, -87, -67, -73, 43, 46, 96, -56, -10, 69, 52, 58, 20"
values_854,19,"{-19, -97, 13, -73, 122, 22, -68, 8, -16, 42, 52, -79, -95, 73, -31, -5, -106, -115, 6"
values_307,13,"{-13, -124, -21, -35, 83, -77, -98, 85, -39, -51, -81, 77, 108"
values_88,20,"{-72, 123, 8, 111, -79, 20, -106, -36, -116, -116, 52, 101, -26, -74, 106, 75, -29, -89, 85, 20"
values_958,17,"{-95, 94, 68, -113, 125, 102, -88, -81, -81, -38, 33, -84, -91, -18, -22, 103, 37"
values_251,16,"{-77, -49, -26, 28, 48, -10, 13, -32, -112, -9, -104, -125, 4, 59, -41, 85"
values_902,3,"{-116, -111, -1"
values_680,16,"{10, 117, -52, -25, -106, 30, -76, -126, 12, -9, -108, 58, 87, -4, 8, -46"
values_884,5,"{98, 80, 110, -93, 78"
values_901,27,"{-111, -1, 63, -96, 35, 76, 59, 37, 121, -89, -48, -7, 10, 3, 121, -14, 107, -76, -39, 26, 70, -58, 44, -53, 34, 3, 34"
values_354,7,"{-3, 25, -47, 125, 20, 60, 113"
values_420,25,"{-112, 119, 117, -2, 48, -94, 70, -28, -11, 108, -60, -27, -90, 49, -12, 11, 43, -112, 38, -36, -108, -60, 57, 18, 55"
values_103,5,"{10, 38, 15, 54, -58"
values_10,10,"{3, 108, 20, 113, -123, -59, -61, -36, -104, -77"
values_474,4,"{-105, -95, -107, 65"
values_53,12,"{12, 48, -78, 60, 94, 119, -53, 101, -63, -22, -59, 22"
values_8,28,"{9, 84, -42, 37, -122, -91, 125, -35, 94, -33, -97, 110, -4, 26, -13, -71, -92, 7, -84, 8, -94, -122, 84, -48, 42, -69, -43, 5"
values_39,2,"{31, 114"
values_755,12,"{119, 112, -62, -70, 64, 17, 58, -80, -120, 116, -77, -21"
values_124,2,"{-96, -44"
values_841,7,"{50, 35, -106, -30, -6, -58, -45"
values_510,8,"{-125, 115, 54, 116, -33, -62, -38, -38"
values_989,7,"{77, 19, 115, -57, 104, -79, 107"
values_706,7,"{100, 98, -6, 58, -97, 96, -95"
values_257,14,"{-32, 60, -94, 44, -72, 85, 52, -114, -117, 22, 58, -89, 51, 49"
values_811,10,"{92, -91, -49, 82, -38, -14, -100, 9, -123, 73"
values_111,5,"{75, -41, 31, -33, 20"
values_47,3,"{-76, -99, 118"
values_928,19,"{-90, 120, 100, 87, 30, 19, -24, -84, -114, 61, -1, 88, 119, -74, -84, 90, -11, -97, 101"
values_561,20,"{75, -87, -69, -116, 70, 28, -51, 31, 39, -95, 74, 85, 102, -45, -102, 74, 11, -73, -70, 95"
values_383,13,"{0, 59, 61, -28, 41, -117, 58, -24, 56, -76, -36, 100, 101"
values_498,5,"{-78, -24, 87, 21, 25"
values_60,11,"{-60, -103, -72, -85, -122, 48, 77, -19, -102, 109, -92"
values_737,18,"{-11, 63, -105, -36, 89, -22, -38, -77, 72, -17, 103, -15, -48, -40, -11, -39, 6, 116"
values_624,15,"{-116, -26, 25, 41, -41, -56, -89, 7, -56, 123, -83, 17, 69, -88, 94"
values_973,28,"{93, 53, 69, -125, 15, -115, 119, -31, 5, -50, -14, 23, 85, 67, 14, 54, 102, -22, 8, 19, 101, -39, 119, -52, -100, 80, -62, 65"
values_472,16,"{-103, 92, -70, 78, -112, -42, -79, 88, -51, -99, -11, 10, 43, 6, -44, 101"
values_280,17,"{-105, -116, 96, -117, 86, 121, 97, 2, 6, 126, -84, 60, -27, -38, -115, -15, -32"
values_389,25,"{-88, -118, 62, -118, 77, -32, -84, -93, 40, -35, -119, 11, -76, 50, -18, 43, -13, -39, 102, 6, -18, -46, -4, 17, -64"
values_651,4,"{23, -23, 54, -58"
values_642,2,"{104, 58"
values_668,4,"{-106, 41, -110, -93"
values_551,23,"{51, 107, 50, -85, -3, 65, -64, -67, -73, -73, 87, -61, -87, 105, 96, -26, 22, -109, 99, 98, -75, 17, -93"
values_750,18,"{61, 63, 100, 4, -29, 116, -62, 25, 36, -2, -11, -112, -121, 27, 90, 16, -59, 117"
values_592,12,"{-90, -119, -45, -112, -31, -124, 38, -95, -117, -66, -123, 64"
values_89,15,"{-18, -77, 108, 47, -37, 54, 107, -108, -29, 87, 30, 81, -69, 33, -126"
values_411,27,"{61, 111, 62, -22, -85, 72, -61, -66, 85, -3, 63, 103, 62, 119, 83, 45, -104, 29, -123, 105, 112, -24, 76, -95, -112, 46, 24"
values_620,17,"{68, 49, 116, -17, 79, 124, -77, -91, -59, 70, 32, 6, 13, -87, -108, 70, 80"
values_357,24,"{97, -124, 32, 106, 97, 111, 61, 126, -85, 117, 55, -65, -125, 58, 60, -109, 126, -105, -68, -80, -66, 11, 74, -77"
values_247,14,"{84, -109, 33, -4, 10, 112, 65, -6, 78, -123, -13, 11, -74, -94"
values_692,20,"{-51, -70, 102, -101, 10, 71, -114, -46, 107, 13, 0, 58, -107, -122, -61, 65, -27, -1, -65, -17"
values_572,10,"{-59, -65, -60, -92, -75, 106, -59, -99, 35, -36"
values_757,21,"{119, -7, 61, 58, 60, -44, 55, 69, 50, -71, -10, -29, -57, -62, -103, -65, -80, -54, -98, -114, -8"
values_566,15,"{95, -66, -108, -51, 60, -29, 108, -90, -7, -116, -70, 125, 4, -100, -60"
values_216,14,"{11, -107, -53, -34, 57, -100, -103, -124, -88, 39, -95, 19, -16, -84"
values_951,23,"{14, -87, 14, 34, 42, -65, -67, -110, -82, -74, -62, 40, 66, -91, -35, -21, -25, 72, 91, 56, -35, -63, 94"
values_910,24,"{23, 41, -66, -102, 109, 22, 86, 70, -19, -84, 22, -120, 80, -35, -115, 66, 110, -42, 74, -88, 47, -22, 55, 83"
values_338,14,"{52, -26, 63, 30, 0, -84, 45, -93, -108, -106, -63, -7, -85, -57"
values_461,19,"{119, 104, 83, -14, 98, -105, -25, 110, 122, -104, -82, -18, 106, 47, -119, 117, 94, 12, 47"
values_730,8,"{116, 48, 57, 6, -70, -90, 125, 17"
values_734,9,"{-31, 71, -85, 86, -31, 41, 26, 34, -48"
values_51,23,"{-126, -90, 112, -5, 93, 49, -120, 55, -19, -6, -113, 103, -126, 116, -94, 97, -15, 115, 14, -116, 77, 37, 66"
values_678,6,"{122, 111, -93, 21, -64, -102"
values_327,18,"{15, -115, 87, -118, 33, -49, -107, -96, -74, -42, -91, -1, 28, 111, -5, 67, 23, -87"
values_473,9,"{3, 95, -52, -82, 101, -119, -72, -106, -28"
values_453,17,"{-48, 58, -90, 61, 87, -119, -27, -79, 79, -78, -52, -56, -54, 29, -16, -75, -36"
values_154,14,"{81, -96, 88, 39, 56, 30, 5, -58, 50, 15, 78, -36, 42, -51"
values_452,15,"{-119, -10, 73, -102, -35, -75, -120, 77, 28, -88, -72, 46, -38, -76, -39"
values_221,15,"{41, -78, -47, -91, -119, -63, -77, -77, -11, 71, -106, -85, 21, -2, 96"
values_323,23,"{-59, -108, -67, 61, 83, 78, -85, 35, -108, 114, -18, -3, 5, -33, 46, -78, 27, -114, 95, -37, 120, -40, 71"
values_844,8,"{77, -100, -57, 41, 12, -44, -75, 31"
values_673,6,"{2, -114, 0, -38, 28, 100"
values_427,25,"{-104, -78, -63, 27, 48, -66, -5, 65, -74, 102, -21, -112, 12, -99, 77, 79, -43, -4, -4, 55, 100, -76, -44, -119, -126"
values_933,5,"{101, 26, 106, -37, -124"
