inputName,size,a[size]
values_885,25,"{36, -7, -125, 90, -51, -71, 91, 106, -11, -98, -1, -21, 88, 17, -35, 76, 102, -61, -65, -98, 94, 116, 57, -24, -20"
values_713,18,"{-100, 10, -54, -109, 103, 59, -101, -107, -107, -15, 80, -20, 33, -91, 30, 44, 4, 36"
values_193,8,"{122, -117, -1, 43, 52, 75, 75, -55"
values_650,21,"{-107, -92, -103, -93, -48, 35, -17, 6, 108, -10, 59, 122, -12, 22, -95, -109, -102, 67, 90, 101, -71"
values_564,24,"{77, -48, -85, 91, -49, -6, -108, -119, 42, -90, 112, 82, -50, 122, -96, -55, -76, -1, -60, -24, 93, -46, 55, -39"
values_267,3,"{-115, 37, -63"
values_147,7,"{-1, 92, 76, -74, 25, -44, -76"
values_709,21,"{55, 66, -42, 108, 11, -14, -42, 44, -62, -118, -7, 40, 119, -99, -36, 123, 91, -51, -34, 34, 50"
values_857,21,"{36, 107, -6, 47, 49, -91, 115, -28, 118, -5, 120, -68, -45, -64, 106, 91, 32, -67, -4, 117, -56"
values_334,15,"{89, -82, -14, -19, -11, -15, -36, 75, 57, 30, -73, -3, -90, -92, -37"
values_965,4,"{108, -54, 25, -108"
values_824,4,"{99, 11, 94, 81"
values_784,6,"{37, 21, 27, 88, -101, -6"
values_229,3,"{-105, 20, 63"
values_538,16,"{118, 5, -57, -90, 74, 85, 2, 49, 34, 121, -105, 56, 9, 24, 44, -11"
values_463,18,"{-38, 54, -99, 37, 18, 45, 23, 101, 52, 0, 82, -81, -102, 19, 39, 8, -28, -125"
values_741,13,"{102, 117, -32, -77, 53, 88, 6, -29, -80, -110, 109, -72, -70"
values_85,23,"{77, -123, -64, 92, -52, -91, -62, -43, 32, -12, -52, -55, 105, -111, -88, 109, -55, -65, 105, -43, 50, 59, 126"
values_493,27,"{82, -31, 19, 118, 89, 106, -80, 122, 76, 109, -47, -54, 10, -67, -118, -86, -95, 117, -87, -113, 99, 19, -77, 61, 13, 60, 83"
values_794,16,"{47, -33, 95, -72, 72, 105, 120, 21, -77, -77, -8, -11, -4, 110, -109, 111"
values_202,17,"{-121, 43, -93, -32, -29, 72, -110, -40, -121, 18, -115, 109, -23, -59, -33, -120, -64"
values_74,9,"{-87, -26, -69, -91, -89, -33, 4, -60, 37"
values_410,27,"{59, -88, -66, 32, -52, -115, 99, -98, -114, -126, -99, -1, -70, -92, 19, 75, -108, 92, -44, -36, -50, -121, 88, 91, -59, 9, -54"
values_469,5,"{-105, -72, -74, 28, -36"
values_394,7,"{84, 57, 42, 113, 76, 12, -30"
values_149,12,"{29, -4, 73, 85, -43, -38, -118, 16, 46, -80, 33, -50"
values_945,7,"{65, 46, -21, 62, 83, -50, -53"
values_293,3,"{-96, 111, 95"
values_456,2,"{-110, -59"
values_975,28,"{115, -96, 112, -105, 26, 75, -105, 50, -64, -12, 97, -51, -22, 28, -107, 90, 123, 8, -74, 105, -67, -55, -48, -116, 13, -125, -88, -94"
values_547,26,"{-62, 98, -125, -123, 24, 27, 57, 107, 79, -25, 28, -66, 35, 123, -124, -76, 45, 51, 24, 112, -36, -85, 8, -51, -118, 117"
values_164,17,"{18, 102, 87, -94, 81, 32, -96, 86, -89, -58, -38, -19, 76, 77, -7, -54, -48"
values_720,26,"{57, -83, 81, 80, -6, 111, 103, -15, -102, 71, -87, -82, 14, 36, -4, -88, 17, -49, 13, -42, 59, -77, 122, -107, 110, 123"
values_833,18,"{75, 64, 119, -115, 57, 109, 100, -86, 83, -110, -97, -110, 30, -83, 55, 89, 35, 1"
values_90,22,"{22, 48, -93, 32, -94, -38, 106, -3, 123, 50, -44, 59, -23, -52, 78, 46, -5, 5, -38, 74, -63, 72"
values_954,19,"{-11, -76, -24, 14, 60, 88, 16, -94, -72, -52, 50, -68, -11, -110, -23, 63, -113, 1, -123"
values_483,12,"{-13, 5, -55, -62, 92, -35, -126, 51, 124, -73, 124, 21"
values_990,14,"{-115, 24, -79, -65, -124, 121, 86, 49, 4, -9, -53, -88, 43, 60"
values_113,18,"{-98, 95, -46, 56, 72, 103, 34, -51, 124, -9, 105, 82, 123, 5, -19, 44, -15, 95"
values_878,7,"{76, 12, 86, -72, -116, -41, -27"
values_942,27,"{83, -57, -115, 63, -6, 69, 13, -95, -87, -92, 76, -38, 65, -118, -98, -79, 116, 60, 5, -9, 126, 97, -3, -25, -108, -28, 16"
values_126,12,"{13, 77, 45, 69, 12, 58, -61, 12, 118, -75, -80, 88"
values_666,16,"{8, -6, -47, 122, 85, 72, 102, -51, -71, -83, 39, 4, -28, -43, 83, 42"
values_960,10,"{-4, -117, 104, 56, 91, -105, 51, 4, -49, 10"
values_783,2,"{43, 118"
values_735,8,"{41, -70, 53, 45, 16, -55, -49, -20"
values_439,3,"{-126, 105, 30"
values_860,21,"{-36, 14, 61, -118, -78, 111, 15, 75, -8, -17, -54, -64, -126, 120, -99, 70, -92, 75, 85, -125, -69"
values_18,16,"{6, -57, -74, 9, -67, -27, -49, 29, -81, -3, 12, 79, -32, 42, 58, 43"
values_173,13,"{-109, -25, -88, 70, 6, -76, 86, -67, -95, -59, -71, -85, 94"
values_454,21,"{122, -26, 106, -11, 12, -75, -28, 29, -111, 58, -41, 82, -11, -99, -81, 115, -93, -28, -51, -26, -94"
values_176,7,"{-8, -37, -91, -24, -85, -15, -90"
values_698,7,"{-36, -74, -66, -24, 46, 43, -98"
values_869,11,"{-86, 111, 107, 86, -31, 76, 70, 67, -51, -69, -81"
values_697,6,"{6, -119, 55, 25, -33, -54"
values_509,12,"{53, 104, -79, -72, -58, 56, 73, 71, 32, 88, 76, -44"
values_189,4,"{108, 55, -123, -25"
values_714,18,"{-59, 71, -100, 47, 82, 51, 24, 62, -104, -61, -38, 68, -76, -113, 18, 55, 92, 108"
values_270,17,"{43, 84, -44, 95, 113, 20, -91, 68, 47, -91, 1, -108, -59, 48, -83, 74, -89"
values_863,27,"{29, -24, 41, -102, -53, 29, 120, 92, -67, -16, 51, -32, 108, 22, -9, 13, 65, -26, -99, 77, -67, -60, -96, -44, 76, -111, -65"
values_548,7,"{-93, 57, -29, 72, -17, 1, 0"
values_359,2,"{53, 69"
values_512,23,"{-60, -21, 23, 13, 26, -72, -116, -7, 45, 23, 102, 75, -126, -35, 40, -7, -110, -82, 46, 90, 83, -86, -10"
values_656,14,"{32, -58, -82, 89, 94, 114, -79, -16, -28, -1, 78, -98, 95, -78"
values_684,28,"{105, -25, -123, -67, 12, 3, 95, 71, 99, -116, -33, 105, 44, 12, -36, 50, 1, -37, 16, -19, -42, 82, -98, 51, -39, 42, 21, 35"
values_171,2,"{63, 9"
values_675,23,"{0, 24, 116, 100, 107, 11, 30, 9, -32, 91, -65, -110, 4, 2, -57, -12, 85, -121, 71, 15, 78, -65, -63"
values_657,12,"{48, 104, -23, -72, -54, 8, -18, -29, -18, 11, 31, -28"
values_333,17,"{-64, -109, -109, -104, 122, 98, 100, -60, 31, -120, 79, -115, -48, 29, 75, -9, -60"
values_599,23,"{-10, -5, -8, -48, -13, 59, -99, 122, 59, 97, -24, 71, -80, 25, 52, 111, 97, 38, -111, -23, -67, 124, 76"
values_129,18,"{-124, -19, 2, -66, -97, 74, 56, 89, 1, 62, 83, 110, 107, -59, -106, 124, 54, -33"
values_886,10,"{54, 37, 39, 69, -88, -76, 87, -118, -50, 54"
values_107,12,"{61, 21, -1, 2, -38, -32, 63, 84, 24, -106, -53, 104"
values_272,20,"{-108, -124, -5, -105, -38, -96, -18, -38, 28, 24, 110, -105, -50, 57, 5, 78, -83, -118, -102, -33"
values_52,22,"{-1, 116, 99, 5, 104, -79, 114, -91, 114, -15, -41, -78, 9, -112, -94, -36, 108, -117, -99, -122, -77, 110"
values_819,11,"{7, 14, -5, -17, 124, 81, -32, -75, -25, -60, -19"
values_682,11,"{106, -13, -21, -103, 38, -33, 79, 24, 44, -17, 25"
values_44,26,"{-76, -21, -86, -72, 19, -58, -60, 96, -51, 60, 103, 83, 102, 65, -63, -112, 31, 68, 26, -4, 42, -57, -107, 81, 81, 28"
values_914,19,"{34, 19, 95, -100, -11, 54, 42, 30, 121, -110, 74, 33, -120, 88, -68, 79, 45, -99, 86"
values_346,2,"{12, 97"
values_151,21,"{59, -13, -78, -70, 57, 88, -97, 110, 53, -12, -20, 117, 113, 95, 57, -9, 69, -90, 29, 88, 86"
values_550,18,"{-88, 89, 115, -43, -13, -65, -121, -32, 52, -75, 57, 95, -84, -68, -70, 73, 57, -78"
values_326,13,"{62, 77, -73, 53, 121, -102, -98, -41, -27, 76, -40, 52, 39"
values_836,14,"{98, -26, -34, 24, -38, -35, 80, -110, 112, 62, -46, 34, 125, 6"
values_437,27,"{59, 95, 62, -111, 62, 108, 15, 100, 126, -1, -63, 67, 67, -35, -60, 64, -57, -73, 37, 97, -87, -81, -123, 88, 110, -26, -90"
values_984,19,"{113, 108, 110, -17, 12, -14, 80, 28, -1, 53, -64, -123, 32, -50, -119, 111, 78, -42, -5"
values_17,15,"{68, -95, -84, 123, -93, -119, -81, -101, -71, 10, -64, -68, -100, -42, 23"
values_748,22,"{39, -71, 41, 125, -126, -122, -31, -121, 39, 52, -17, -41, 80, -48, 43, -125, -10, 83, 8, -114, -84, 12"
values_581,20,"{-76, 28, 85, 90, 102, -123, -87, -98, -6, 6, -21, 20, 3, -75, -71, 42, -35, -69, 93, 126"
values_705,13,"{-52, -79, 83, -98, 104, -67, -45, -83, 45, -13, -98, 81, 47"
values_121,4,"{-113, 45, -119, -120"
values_219,22,"{105, 71, 120, 71, 36, 22, 105, -77, -52, 70, 107, 48, -43, -60, -112, 40, -56, -90, -10, 116, -123, 92"
values_321,18,"{-94, 3, -29, -37, -80, -28, 61, -73, 86, 38, -73, -96, -63, 120, -8, 49, 71, -118"
values_843,23,"{7, -22, 73, 39, 8, 42, -64, 109, -7, -119, 19, 32, -87, -28, 106, 60, 90, 78, -38, -104, -107, 93, 76"
values_606,19,"{31, 64, 6, 37, 84, -16, 99, -17, 116, -80, -18, 96, -124, -81, 96, -29, -76, -78, 53"
values_898,13,"{42, 99, -46, -125, 27, -96, 65, -98, 111, 7, -39, -56, -101"
values_601,25,"{-89, -73, -96, 86, 42, -106, -101, -110, 75, 108, -45, 83, 59, 92, -27, -6, -66, 3, -120, 106, -95, 1, 12, -119, -52"
values_36,4,"{48, 83, -40, -122"
values_282,28,"{107, -69, 66, 52, -62, 72, 124, 57, 40, -108, -116, 60, -66, 64, 6, -91, -15, 112, 72, -106, 10, -48, 124, -28, -40, 1, -69, 84"
values_395,7,"{-52, 46, 89, 113, 119, -85, -10"
values_449,26,"{-8, -120, -66, 49, -104, 29, -103, 19, 34, -103, -30, 15, -78, 110, -16, -53, 109, 37, -109, 59, 113, 107, -4, -56, 97, -12"
values_209,14,"{-29, 90, 114, -10, -28, -121, 103, -88, 109, 48, 92, -26, -107, -70"
values_956,10,"{-96, -56, 5, -98, -17, 13, 39, -18, 53, -108"
values_579,2,"{-31, 7"
values_484,10,"{89, 81, 36, -2, 23, -88, 7, -32, -63, -58"
values_521,10,"{91, -54, 85, 32, -121, -93, -34, -98, 97, -91"
values_617,21,"{34, -75, 57, 92, 40, -38, -91, 86, -16, -102, 2, -13, -41, 27, -45, -19, -11, 49, 123, -85, -120"
values_516,7,"{63, -9, -22, 14, 80, -101, 7"
values_358,3,"{-107, 117, -91"
values_335,7,"{85, 108, 43, 43, 27, -101, -74"
values_139,28,"{-109, -54, -74, 79, 45, -100, -66, -48, -48, 56, -87, 92, 61, 110, 28, -28, -18, 25, -60, -110, -30, 115, 80, 14, 107, 39, -118, 5"
values_992,23,"{88, -63, 66, 118, 20, 83, -108, 116, -117, 6, 50, -33, -64, -35, -122, 107, 69, -88, 20, 54, -121, 77, -61"
values_211,15,"{-113, -6, 124, -31, -46, -25, -79, 62, 18, 80, 26, -39, 102, 100, -117"
values_507,10,"{-47, 88, -109, -25, -4, -10, 36, 70, 89, 102"
values_921,15,"{-86, 81, 88, 59, -95, -12, 30, 30, -12, -122, 15, -11, -122, -91, 75"
values_138,24,"{-96, 105, 0, -92, 37, 57, 80, 20, 58, 12, 7, 94, -113, -105, 98, -87, 110, 50, -126, -55, -39, 86, -24, -23"
values_275,10,"{20, 26, -67, 114, -95, -61, -62, 39, 11, -117"
values_614,22,"{77, 34, -107, 26, -99, -88, -97, 84, -114, -91, 60, -126, -29, 86, -13, 89, -6, -43, -16, -104, -114, 112"
values_49,6,"{-24, 112, 83, 27, 69, 125"
values_227,15,"{54, 102, 59, 38, 41, -75, -48, 66, -96, 58, 114, 124, 76, -80, -11"
values_203,2,"{89, -116"
values_172,3,"{87, 43, -85"
values_86,2,"{119, 86"
values_178,2,"{20, -50"
values_978,20,"{-6, -57, 41, -11, -13, -121, 33, 28, -49, 114, -1, -39, -18, 54, 74, 92, -68, 16, 126, -82"
values_253,7,"{25, -64, -5, -61, 117, -13, 119"
values_291,7,"{27, 103, 104, 14, 81, -62, -35"
values_911,17,"{-80, 4, 106, 109, -108, -22, 94, -62, 50, -8, 76, -31, -50, 120, 0, 100, 61"
values_230,14,"{103, -92, -60, 72, 121, -124, -122, 109, 80, -55, 98, -71, -123, 95"
values_318,27,"{4, 1, -65, -56, 76, -25, 118, 8, -42, 121, -122, -21, -1, -78, 86, -79, -62, 47, 97, 90, 3, -75, 19, 112, 103, -79, -35"
values_798,19,"{-66, -35, -3, -27, -25, 66, 114, 12, 17, 104, -106, -83, -93, -7, 38, -54, -98, -39, 65"
values_638,24,"{-41, 91, 102, 2, -89, 26, -42, -73, -26, -109, -52, 12, 43, -22, -116, 55, 28, 81, 54, -29, -115, 69, 33, 66"
values_112,8,"{96, 91, 12, 113, 116, 90, 53, -35"
values_201,3,"{1, 33, 19"
values_629,3,"{17, 116, -79"
values_337,14,"{-56, 114, 7, 81, 66, -87, 106, 24, -99, -99, -17, -101, -18, 50"
values_37,25,"{68, -33, 112, -66, 76, 11, 49, -23, -81, 102, 107, -38, 126, 67, -40, -98, -55, -65, 72, -58, -79, -88, 125, 47, 24"
values_56,18,"{17, 56, -23, 44, -102, -22, 56, 109, 82, 101, 8, 43, -11, 45, -20, -90, 123, 83"
values_316,14,"{-66, -113, 109, -35, -83, 76, -66, 35, -74, 2, -42, 34, -105, 58"
values_829,2,"{-70, -99"
values_63,2,"{-105, 2"
values_35,11,"{53, 44, 114, -6, 76, -49, 107, -122, -86, -7, -20"
values_519,15,"{-41, 81, 126, 102, 105, 84, 121, 84, 4, -112, -117, -83, 75, 80, -8"
values_481,5,"{-15, 59, -2, 92, -83"
values_278,25,"{-20, -10, 42, -12, -82, 90, 96, -116, 44, -116, -70, 52, -30, 1, 106, 74, 10, 60, 95, 123, 79, -123, 8, 26, -76"
values_186,16,"{-52, -87, 40, -122, 33, 44, 111, -4, 109, -49, 35, -77, 61, -92, -14, 115"
values_702,10,"{114, -108, 12, -65, -37, 109, -93, 87, -101, -92"
values_722,14,"{-111, -105, 117, -57, -1, -1, 115, 86, -89, -84, -77, 112, 87, -101"
values_97,16,"{-104, 65, -119, -73, -48, -50, 26, -20, -122, -66, 42, 45, -98, -102, -117, -36"
values_329,19,"{78, -10, 105, 123, 34, 93, 111, -44, 5, -58, -46, 5, 112, -96, -80, -68, -116, 95, 86"
values_75,2,"{-81, 48"
values_560,5,"{-60, -103, 124, 42, 85"
values_612,18,"{-41, -106, -10, 101, -9, -82, 35, 61, -99, -86, 15, 3, 8, -126, -80, 103, -41, -91"
values_421,19,"{-34, -121, 80, -106, -28, -53, -16, 115, 125, 60, -70, 40, -120, -126, 96, -104, -4, 104, 45"
values_639,26,"{-110, -3, -23, 97, -13, 34, -78, 40, 48, -75, 33, -36, 94, -15, -50, -66, -35, 17, -106, -40, 8, 46, -10, 40, -4, -15"
values_939,2,"{104, 1"
values_198,14,"{40, -125, 43, 36, 112, -72, 19, -34, 43, -5, -126, 125, 45, 117"
values_840,10,"{-49, -63, -107, -119, -104, 40, -28, -50, 36, 70"
values_415,21,"{-40, 56, 20, 76, -94, 58, -104, 31, 94, -22, 116, -34, 27, 54, -12, -50, 62, -105, 70, 98, 53"
values_405,6,"{-89, 25, 43, -63, -104, -84"
values_100,2,"{102, 23"
values_726,22,"{47, -76, -30, 109, 28, -13, 103, 104, -8, 12, 83, 97, -118, 86, 51, 88, -90, -112, 4, 0, 21, 10"
values_265,10,"{-49, 21, -116, 121, 59, -83, 77, 12, 16, -48"
values_743,5,"{-37, -39, -47, 63, -7"
values_436,22,"{103, -100, 107, -50, 119, 96, -115, 118, 47, 49, 103, -74, -87, 56, -108, 111, -119, -66, -3, 2, -85, 79"
values_583,8,"{-18, 104, -58, 17, 62, -69, 25, 95"
values_525,18,"{-20, 42, 120, 76, 1, -109, -34, -60, -25, 39, 82, -67, -86, -71, -102, 108, 51, -34"
values_677,18,"{-22, -35, -18, 105, 92, -33, 75, -41, 65, 15, -103, -72, -84, 18, 62, -91, -58, 21"
values_289,20,"{-93, -20, -5, -102, -63, 34, 40, -56, 81, -10, -41, 16, -91, -71, 55, -33, 85, 20, 124, -99"
values_255,21,"{124, 93, -89, -86, 65, -93, 29, 78, 10, 39, -48, 16, 3, 124, 119, 80, 46, -35, -6, -66, 120"
values_529,26,"{114, 69, -35, -42, 110, -15, 25, 112, -19, 62, 110, 84, 125, 77, 64, 48, -16, -102, -63, -22, -101, -92, 66, -69, -80, -38"
values_826,21,"{9, -42, 106, 94, 86, -22, 56, 87, -113, 44, 119, -80, 52, -74, -99, 30, -68, 96, -71, 39, -41"
values_362,18,"{-63, -83, 102, 83, 75, -25, 3, 41, -92, -35, -14, 120, -35, -45, -36, 41, 64, -73"
values_355,22,"{111, 30, -33, -72, 6, 11, 18, 80, 104, -81, -47, 119, -14, 53, 26, 19, -110, 115, 117, 55, -3, -85"
values_506,4,"{29, -112, 38, -52"
values_315,8,"{-82, -88, -116, 45, 32, -97, 75, 72"
values_604,23,"{-110, -121, 3, 99, 122, -12, -74, 52, -126, -24, -48, 67, 1, 84, -12, 59, -19, 107, -33, 54, 5, 67, 64"
values_57,6,"{-101, -30, -42, 81, 24, -60"
values_133,25,"{-12, -68, 80, 25, -114, -75, 80, 91, -20, -28, -3, 15, -3, -93, 12, 26, 119, -107, 26, -80, 42, 49, -8, 61, 93"
values_787,10,"{54, -1, -44, -91, -68, -56, 113, -9, -14, -4"
values_799,23,"{36, -118, -22, -57, -75, 2, 59, -7, -76, 68, -54, 49, 122, 72, -88, -65, -36, -25, -53, 73, 67, 33, 125"
values_765,3,"{-17, 119, 113"
values_887,9,"{123, 81, -122, 55, -40, -71, 50, 108, 63"
values_952,27,"{-95, -106, -25, 28, 65, 23, 70, -59, -58, -68, -52, -89, 102, 8, -39, -118, 4, 40, -52, 9, 121, -82, 55, -59, -126, 45, 20"
values_631,8,"{21, -58, -38, 100, -121, 41, -32, 11"
values_306,16,"{-88, 125, 50, 60, -65, 33, -48, -44, -60, -17, 9, -40, -38, 71, 20, -97"
values_497,23,"{-95, -38, -115, 25, 84, -111, 65, 80, 84, 99, -78, 16, 3, -45, -40, 117, -11, -43, 77, 64, -16, -38, -85"
values_821,19,"{18, 100, -29, -122, 26, -59, -46, 98, -4, 109, 41, 93, 51, -111, 97, 28, 72, -109, 49"
values_618,27,"{-24, 45, -105, -64, 21, -47, -1, -51, -56, 123, -46, -50, 0, -48, -39, -66, -79, 1, 94, 123, -120, -33, -112, 20, -108, 27, -17"
values_271,10,"{-118, 110, 78, 94, -16, 0, 25, -108, -68, 89"
values_645,26,"{-19, -21, 57, -36, -60, 54, 12, -31, 95, 58, -113, -1, -96, 73, 73, -41, -96, 28, -33, 46, 78, 23, -38, 46, 29, -8"
values_985,8,"{-112, 88, 117, 51, -105, -98, 60, -56"
values_400,6,"{40, -20, -115, -13, 5, -43"
values_562,15,"{121, 34, -58, 124, -43, 101, 75, -20, 76, 84, -67, -1, 51, 101, -82"
values_590,12,"{-98, 88, 69, 125, -105, 77, 79, -118, 100, 46, -70, -88"
values_648,5,"{-64, 31, 119, 90, 98"
values_325,5,"{-56, 23, -64, -71, 110"
values_883,2,"{64, -3"
values_827,16,"{121, 55, -6, 119, 17, 69, -123, -109, -69, 28, -110, 28, -75, 88, -30, -50"
values_854,9,"{12, 85, -123, 13, 13, 102, 103, -107, 38"
values_307,14,"{113, 70, -89, 112, 30, -8, 92, -76, -12, 80, 73, 38, -20, 61"
values_88,3,"{27, 124, -82"
values_958,16,"{-70, 58, -27, -26, -49, -26, -19, 95, -22, 13, 121, -107, 49, -2, -96, -90"
values_251,9,"{30, 20, 69, 87, -13, 30, -58, -12, 20"
values_902,28,"{-21, -53, 84, 1, 60, 95, 63, -43, 74, 100, 61, -117, -57, -80, -27, 51, -34, 39, -98, 116, -120, -56, 7, 27, 9, -61, -8, -94"
values_680,6,"{-43, -10, 54, 38, -65, -77"
values_884,8,"{-107, 114, -11, -62, -72, -114, 31, -103"
values_901,13,"{-97, 81, -53, 29, 55, 99, -75, 52, -103, 72, 85, 27, 80"
values_354,7,"{-45, -123, -67, -15, 97, 83, 12"
values_420,23,"{-53, 35, 2, 61, 81, -53, 114, -92, 78, 64, -87, 15, -16, 83, -70, 112, 64, 116, 53, 7, -61, -49, 38"
values_103,10,"{33, 118, 94, -84, 9, 102, -94, 12, -21, 1"
values_10,20,"{-77, 105, -50, -86, -113, -27, -103, -36, 28, -65, -56, -93, 57, -80, 65, 37, 86, -123, 122, 125"
values_474,2,"{-104, -46"
values_53,6,"{-8, -32, -18, -35, 78, 65"
values_8,10,"{-46, -15, 28, -1, -42, 56, 70, -84, -82, 49"
values_39,17,"{15, -119, 62, 90, 82, 97, 1, 6, -1, -122, 94, -80, -110, -15, 88, 98, -123"
values_755,15,"{-30, -3, -50, 70, -87, 123, -38, -49, -107, -123, 28, 120, 114, 83, 54"
values_124,23,"{3, 72, 119, -17, -67, 42, 97, 15, -64, -8, -49, -39, 16, -40, -27, 117, -86, -90, -31, 34, -75, -70, 22"
values_841,17,"{69, 54, 14, -59, -85, -116, 28, -55, -39, 54, 125, 40, 86, -31, 10, -23, 49"
values_510,8,"{-36, 81, 79, 33, 9, -116, -124, 37"
values_989,5,"{53, -17, -113, -7, 87"
values_706,3,"{-117, 29, 28"
values_257,9,"{-34, 117, -97, -34, -9, -37, -63, -34, -45"
values_811,14,"{-88, 45, 75, -19, -15, 76, 115, 57, -96, -35, -38, -16, 86, -2"
values_111,24,"{15, 48, 31, -1, 82, 31, -110, 88, 46, 119, 55, 25, -117, -101, -16, -14, 43, -112, -118, 82, 102, -26, -41, -59"
values_47,4,"{-77, -12, 118, -92"
values_928,9,"{-61, 120, 122, -26, -54, 105, 51, -26, -100"
values_561,22,"{-117, -35, -25, 58, -75, -111, -45, 106, 38, 68, -74, -109, -78, 89, -87, 23, 57, 16, -20, 70, 76, -113"
values_383,11,"{-79, -41, -83, 76, -57, -2, 26, -50, 74, 17, -45"
values_498,3,"{88, -98, -114"
values_60,8,"{-93, 30, 1, 8, -93, 79, 36, -71"
values_737,15,"{118, -34, 3, 63, -17, -100, 27, 122, -91, 16, -75, -39, 77, -34, 12"
values_624,19,"{-64, 56, -108, -46, -68, 109, -3, -35, 28, -80, -97, -76, -38, 31, 81, 76, -58, 15, 59"
values_973,21,"{57, 99, -23, 78, -33, 112, 50, 117, 32, 62, 43, 7, 15, -124, -50, 109, -85, 5, -23, 77, 120"
values_472,26,"{74, 10, 93, -1, -7, -58, 106, 121, -73, 10, -39, 40, -85, 120, 87, 122, -8, 125, 45, -84, 61, 27, -50, 1, -119, -97"
values_280,15,"{45, 26, 8, -13, -29, -113, -116, -6, 93, 46, 88, -52, 81, 49, -122"
values_389,6,"{3, -51, 109, -91, -89, 43"
values_651,26,"{64, -94, -63, -113, -75, -85, 35, -8, -33, -112, -125, -74, 74, -66, -78, 104, -39, -63, -91, -120, -73, 122, -46, -86, -52, 0"
values_642,26,"{12, 90, -118, 33, 13, 44, 84, 91, -51, -103, 68, -39, 51, 89, 61, -5, 121, 3, -72, -87, 26, -14, 43, -102, 49, 32"
values_668,28,"{42, -62, -10, -97, 104, -100, -93, 30, 50, -64, -102, 26, -99, -65, -107, 2, -93, 58, -64, 7, -61, -94, 46, -115, -68, 102, 80, 13"
values_551,8,"{-42, -99, 33, 118, -107, 22, -29, -44"
values_750,28,"{-74, -101, -38, 28, 109, 105, 103, -42, 95, 107, -115, -77, -78, 50, -110, 85, 9, -62, -41, 124, 31, 71, -38, -17, -40, -92, 94, 25"
values_592,5,"{122, 46, 107, -125, -29"
values_89,9,"{60, -33, 98, -106, 60, -4, -112, -40, 58"
values_411,22,"{-67, 64, -66, -115, 7, 89, 24, 69, -84, -9, 32, 81, 29, 109, 24, -85, 67, -63, -47, -74, -35, -38"
values_620,20,"{4, -43, -111, 50, -44, 85, -44, -95, -31, 99, 100, 117, 25, 32, 31, 88, 85, 15, 31, -105"
values_357,14,"{26, 40, -27, 65, -112, -101, 68, -108, -103, 20, -90, 2, -79, -61"
values_247,21,"{-98, -57, 118, -8, -84, 106, 71, -59, 92, -61, -68, 90, 82, -64, 52, -14, -32, -40, 24, -47, 107"
values_692,13,"{82, -71, -58, -107, -101, 12, 78, 20, -66, 38, -32, -100, 70"
values_572,23,"{98, 90, 43, 73, 97, 99, 49, 102, 28, 93, -45, -93, -106, 46, 80, 6, -104, 116, -76, -9, 25, 90, 100"
values_757,18,"{38, 13, -63, 124, 111, -111, 53, -95, 91, -29, 2, 4, 92, 84, 24, 58, -59, 104"
values_566,21,"{56, -83, 52, -67, -53, -118, -14, -73, -46, -63, 118, 78, -87, -66, 97, -72, -21, -98, 76, 22, 93"
values_216,10,"{64, 97, 123, -81, -72, -109, 34, 83, -119, 26"
values_951,6,"{33, 60, 19, -32, 94, -37"
values_910,14,"{-75, -44, 95, 54, -16, -100, 100, -116, 75, -120, -102, -19, 63, -96"
values_338,2,"{-110, -61"
values_461,8,"{2, 121, 49, 104, -40, 62, 43, -96"
values_730,10,"{12, 96, 41, 34, -107, -82, -89, 78, 73, 6"
values_734,23,"{44, -95, -116, -115, -62, -97, -113, 61, 105, 18, 106, 30, -47, 14, 126, 13, -22, -70, 94, -2, -67, -89, 89"
values_51,14,"{-100, 79, 79, -40, 100, 71, -36, 107, -84, 64, -93, 98, 77, 77"
values_678,16,"{-96, -87, -47, 47, 47, -72, 95, -49, -51, -57, -34, 87, 115, -79, -90, 105"
values_327,4,"{-54, 30, 56, 112"
values_473,13,"{-97, 86, -68, 103, 41, -27, 72, 47, 109, 27, -123, -48, -76"
values_453,3,"{-9, -21, 48"
values_154,28,"{105, -27, -113, 105, -61, -99, 57, 66, 3, -16, 86, 76, -2, -66, 122, 51, 70, -124, -65, 26, 86, 84, -43, -34, 42, 87, -125, 122"
values_452,5,"{-112, -64, 107, 1, -85"
values_221,15,"{-109, 124, -53, -7, 66, -126, -76, -92, -33, 103, 109, 84, 78, -51, -64"
values_323,26,"{-125, 123, 65, -50, 60, 15, -112, -65, -79, -117, 117, 12, 82, 91, -80, 7, 94, -113, 67, 113, -31, 49, -79, -98, 97, -105"
values_844,24,"{37, -33, -102, 23, 113, 120, -98, 72, -124, -120, 19, -83, -89, -13, -40, -96, -55, -45, -18, 7, 105, 40, -115, -62"
values_673,10,"{21, -26, 124, -57, 102, -83, 44, -60, 44, 83"
values_427,20,"{-120, -82, -124, 76, 105, -6, -75, -87, -50, 118, -116, 112, -92, 54, -60, 106, -32, -73, -39, 75"
values_933,5,"{110, 34, 72, -14, -22"
values_802,25,"{-68, 85, 93, -117, -41, 110, -102, -60, -89, 74, 32, -123, -96, -54, 93, 112, -62, -81, 111, 37, -100, -116, 99, 100, 92"
