;DEVICE;BOARD;FUNCTION;DATA_TYPE;ID_VAL;BugsDelivered;DifficultyLevel;DistinctOperands;DistinctOperators;Effort;ProgramLength;ProgramLevel;ProgramVolume;TimeToImplement;Total_Operands;VocabularySize;Sloc;DecisionPoint;GlobalVariables;If;Loop;Goto;Assignment;ExitPoint;Function;FunctionCall;PointerDereferencing;CyclomaticComplexity;SyntacticallyReachableFunctions;SemanticallyReachedFunctions;CoverageEstimation;SCALAR_INPUT;RANGE_SCALAR_VALUES;SCALAR_INDEX_INPUT;RANGE_SCALAR_INDEX_VALUES;ARRAY_INPUT;RANGE_ARRAY_INPUT;cInstr;assemblyInstr;clockCycles;CC4CS
39427;thumbulator;ARMV6-M;matrix_mult;int8_t;190;5.523523333333333;77.64;143.0;26.0;1286478.73;2239.0;0.01;16570.57;71471.04;854.0;169.0;24.0;10.0;118.0;63.0;112.0;86.0;38.0;124.0;108.0;80.0;75.0;97.0;11.0;12.0;13.0;0.0;0.0;4.0;0.0;2.0;1.0;35;474585.0;591937.0;16912.485714285714
39428;thumbulator;ARMV6-M;matrix_mult;int8_t;429;2.017943333333333;32.07;120.0;26.0;194126.22;842.0;0.03;6053.83;10784.79;296.0;146.0;24.0;10.0;11.0;120.0;102.0;79.0;102.0;83.0;118.0;70.0;10.0;59.0;72.0;27.0;44.0;0.0;0.0;4.0;0.0;2.0;1.0;51;84428.0;104724.0;2053.4117647058824
39429;thumbulator;ARMV6-M;matrix_mult;int8_t;236;1.0531333333333333;23.25;85.0;26.0;73446.84;465.0;0.04;3159.4;4080.38;152.0;111.0;24.0;10.0;121.0;69.0;26.0;65.0;40.0;29.0;77.0;24.0;106.0;64.0;115.0;88.0;70.0;0.0;0.0;4.0;0.0;2.0;1.0;231;21242.0;26742.0;115.76623376623377
39430;thumbulator;ARMV6-M;matrix_mult;int8_t;777;0.6170233333333333;24.84;45.0;26.0;45988.9;301.0;0.04;1851.07;2554.94;86.0;71.0;24.0;10.0;75.0;68.0;24.0;34.0;55.0;30.0;89.0;105.0;16.0;118.0;42.0;14.0;62.0;0.0;0.0;4.0;0.0;2.0;1.0;564;4213.0;5355.0;9.49468085106383
39431;thumbulator;ARMV6-M;matrix_mult;int8_t;909;1.0801;22.98;86.0;26.0;74451.57;476.0;0.04;3240.3;4136.2;152.0;112.0;24.0;10.0;39.0;28.0;94.0;73.0;63.0;40.0;85.0;45.0;117.0;98.0;109.0;71.0;56.0;0.0;0.0;4.0;0.0;2.0;1.0;564;21242.0;26742.0;47.41489361702128
39432;thumbulator;ARMV6-M;matrix_mult;int8_t;438;10.326693333333333;147.45;143.0;26.0;4568153.81;4186.0;0.01;30980.08;253786.32;1622.0;169.0;24.0;10.0;118.0;71.0;121.0;24.0;71.0;93.0;15.0;48.0;112.0;10.0;11.0;12.0;13.0;0.0;0.0;4.0;0.0;2.0;1.0;132;1287353.0;1605081.0;12159.704545454546
39433;thumbulator;ARMV6-M;matrix_mult;int8_t;607;1.73739;28.47;116.0;26.0;148366.99;729.0;0.04;5212.17;8242.61;254.0;142.0;24.0;10.0;12.0;75.0;118.0;10.0;81.0;106.0;27.0;106.0;61.0;87.0;51.0;91.0;17.0;0.0;0.0;4.0;0.0;2.0;1.0;1523;61805.0;77187.0;50.68089297439265
39434;thumbulator;ARMV6-M;matrix_mult;int8_t;717;3.3541333333333334;47.14;139.0;26.0;474308.05;1366.0;0.02;10062.4;26350.45;504.0;165.0;24.0;10.0;21.0;21.0;28.0;40.0;127.0;101.0;10.0;11.0;99.0;27.0;11.0;12.0;13.0;0.0;0.0;4.0;0.0;2.0;1.0;968;195970.0;246262.0;254.40289256198346
39435;thumbulator;ARMV6-M;matrix_mult;int8_t;782;2.6603;38.03;134.0;26.0;303512.5;1090.0;0.03;7980.9;16861.81;392.0;160.0;24.0;10.0;92.0;68.0;86.0;37.0;69.0;126.0;53.0;35.0;32.0;10.0;12.0;64.0;77.0;0.0;0.0;4.0;0.0;2.0;1.0;1320;137786.0;170844.0;129.42727272727274
39436;thumbulator;ARMV6-M;matrix_mult;int8_t;258;3.293146666666667;48.18;136.0;26.0;475956.46;1346.0;0.02;9879.44;26442.03;504.0;162.0;24.0;10.0;19.0;92.0;25.0;51.0;60.0;41.0;77.0;100.0;10.0;11.0;13.0;14.0;35.0;0.0;0.0;4.0;0.0;2.0;1.0;51;195970.0;246262.0;4828.666666666667
39437;thumbulator;ARMV6-M;matrix_mult;int8_t;872;1.7439566666666666;29.48;112.0;26.0;154246.86;736.0;0.03;5231.87;8569.27;254.0;138.0;24.0;10.0;42.0;33.0;15.0;79.0;67.0;77.0;35.0;127.0;72.0;92.0;54.0;71.0;94.0;0.0;0.0;4.0;0.0;2.0;1.0;771;61805.0;77187.0;100.11284046692607
39438;thumbulator;ARMV6-M;matrix_mult;int8_t;637;8.372860000000001;118.55;143.0;26.0;2977694.05;3394.0;0.01;25118.58;165427.45;1304.0;169.0;24.0;10.0;111.0;91.0;18.0;25.0;121.0;49.0;76.0;48.0;13.0;10.0;12.0;13.0;14.0;0.0;0.0;4.0;0.0;2.0;1.0;1532;951350.0;1178412.0;769.1984334203655
39439;thumbulator;ARMV6-M;matrix_mult;int8_t;746;4.14709;57.86;142.0;26.0;719841.38;1683.0;0.02;12441.27;39991.19;632.0;168.0;24.0;10.0;58.0;105.0;120.0;69.0;125.0;46.0;116.0;73.0;93.0;101.0;11.0;12.0;13.0;0.0;0.0;4.0;0.0;2.0;1.0;632;283432.0;356102.0;563.4525316455696
39440;thumbulator;ARMV6-M;matrix_mult;int8_t;4;2.98689;41.41;140.0;26.0;371099.87;1215.0;0.02;8960.67;20616.66;446.0;166.0;24.0;10.0;68.0;29.0;61.0;21.0;50.0;113.0;43.0;95.0;101.0;13.0;11.0;12.0;13.0;0.0;0.0;4.0;0.0;2.0;1.0;555;165645.0;206719.0;372.46666666666664
39441;thumbulator;ARMV6-M;matrix_mult;int8_t;345;0.4421033333333333;33.58;24.0;26.0;44541.78;235.0;0.03;1326.31;2474.54;62.0;50.0;24.0;10.0;38.0;86.0;118.0;80.0;60.0;53.0;97.0;103.0;35.0;28.0;100.0;24.0;100.0;0.0;0.0;4.0;0.0;2.0;1.0;1432;675.0;863.0;0.6026536312849162
39442;thumbulator;ARMV6-M;matrix_mult;int8_t;102;7.1640500000000005;101.09;143.0;26.0;2172661.37;2904.0;0.01;21492.15;120703.41;1112.0;169.0;24.0;10.0;63.0;27.0;24.0;53.0;25.0;102.0;76.0;66.0;97.0;62.0;11.0;12.0;13.0;0.0;0.0;4.0;0.0;2.0;1.0;51;742856.0;920244.0;18044.0
39443;thumbulator;ARMV6-M;matrix_mult;int8_t;962;0.6169933333333334;24.3;46.0;26.0;44986.8;300.0;0.04;1850.98;2499.27;86.0;72.0;24.0;10.0;114.0;103.0;21.0;73.0;90.0;68.0;46.0;80.0;117.0;40.0;54.0;24.0;40.0;0.0;0.0;4.0;0.0;2.0;1.0;155;4213.0;5355.0;34.54838709677419
39444;thumbulator;ARMV6-M;matrix_mult;int8_t;356;8.34079;118.55;143.0;26.0;2966288.63;3381.0;0.01;25022.37;164793.81;1304.0;169.0;24.0;10.0;38.0;18.0;94.0;30.0;31.0;82.0;35.0;125.0;91.0;73.0;11.0;12.0;13.0;0.0;0.0;4.0;0.0;2.0;1.0;1023;951350.0;1178412.0;1151.91788856305
39445;thumbulator;ARMV6-M;matrix_mult;int8_t;853;6.623786666666667;92.91;143.0;26.0;1846230.11;2685.0;0.01;19871.36;102568.34;1022.0;169.0;24.0;10.0;52.0;112.0;44.0;56.0;28.0;74.0;37.0;80.0;74.0;10.0;12.0;13.0;14.0;0.0;0.0;4.0;0.0;2.0;1.0;431;607555.0;763084.0;1770.4965197215777
39446;thumbulator;ARMV6-M;matrix_mult;int8_t;849;4.6325199999999995;64.27;142.0;26.0;893162.7;1880.0;0.02;13897.56;49620.15;702.0;168.0;24.0;10.0;28.0;111.0;64.0;71.0;115.0;86.0;19.0;124.0;13.0;47.0;11.0;12.0;13.0;0.0;0.0;4.0;0.0;2.0;1.0;1311;347533.0;433531.0;330.68726163234174
39447;thumbulator;ARMV6-M;matrix_mult;int8_t;814;5.6345366666666665;77.64;143.0;26.0;1312334.71;2284.0;0.01;16903.61;72907.48;854.0;169.0;24.0;10.0;85.0;53.0;94.0;37.0;85.0;43.0;67.0;54.0;125.0;60.0;11.0;12.0;13.0;0.0;0.0;4.0;0.0;2.0;1.0;208;474585.0;591937.0;2845.8509615384614
39448;thumbulator;ARMV6-M;matrix_mult;int8_t;370;10.28229;147.45;143.0;26.0;4548510.53;4168.0;0.01;30846.87;252695.03;1622.0;169.0;24.0;10.0;14.0;64.0;122.0;66.0;73.0;113.0;127.0;19.0;13.0;10.0;12.0;13.0;14.0;0.0;0.0;4.0;0.0;2.0;1.0;148;1287353.0;1605081.0;10845.141891891892
39449;thumbulator;ARMV6-M;matrix_mult;int8_t;778;3.78138;52.94;139.0;26.0;600504.71;1540.0;0.02;11344.14;33361.37;566.0;165.0;24.0;10.0;40.0;112.0;10.0;92.0;27.0;83.0;97.0;57.0;63.0;10.0;12.0;13.0;14.0;0.0;0.0;4.0;0.0;2.0;1.0;284;228553.0;289347.0;1018.8274647887324
39450;thumbulator;ARMV6-M;matrix_mult;int8_t;458;2.3101333333333334;36.15;123.0;26.0;250508.67;960.0;0.03;6930.4;13917.15;342.0;149.0;24.0;10.0;10.0;87.0;109.0;41.0;25.0;123.0;15.0;82.0;28.0;101.0;11.0;71.0;42.0;0.0;0.0;4.0;0.0;2.0;1.0;1032;105337.0;131497.0;127.41957364341086
39451;thumbulator;ARMV6-M;matrix_mult;int8_t;818;0.74349;22.92;59.0;26.0;51111.74;348.0;0.04;2230.47;2839.54;104.0;85.0;24.0;10.0;90.0;115.0;128.0;84.0;93.0;58.0;75.0;87.0;36.0;91.0;47.0;31.0;11.0;0.0;0.0;4.0;0.0;2.0;1.0;323;8140.0;10262.0;31.770897832817337
39452;thumbulator;ARMV6-M;matrix_mult;int8_t;119;1.0601533333333333;23.52;84.0;26.0;74816.48;469.0;0.04;3180.46;4156.47;152.0;110.0;24.0;10.0;81.0;79.0;59.0;38.0;36.0;98.0;45.0;20.0;127.0;65.0;92.0;120.0;48.0;0.0;0.0;4.0;0.0;2.0;1.0;491;21242.0;26742.0;54.46435845213849
39453;thumbulator;ARMV6-M;matrix_mult;int8_t;373;10.299556666666666;147.45;143.0;26.0;4556149.58;4175.0;0.01;30898.67;253119.42;1622.0;169.0;24.0;10.0;71.0;15.0;127.0;123.0;27.0;100.0;15.0;78.0;48.0;14.0;11.0;12.0;13.0;0.0;0.0;4.0;0.0;2.0;1.0;123;1287353.0;1605081.0;13049.439024390244
39454;thumbulator;ARMV6-M;matrix_mult;int8_t;351;4.161873333333333;57.86;142.0;26.0;722407.66;1689.0;0.02;12485.62;40133.76;632.0;168.0;24.0;10.0;31.0;77.0;95.0;103.0;75.0;58.0;85.0;44.0;122.0;47.0;11.0;12.0;13.0;0.0;0.0;4.0;0.0;2.0;1.0;780;283432.0;356102.0;456.54102564102567
39455;thumbulator;ARMV6-M;matrix_mult;int8_t;32;6.522643333333334;92.91;143.0;26.0;1818038.14;2644.0;0.01;19567.93;101002.12;1022.0;169.0;24.0;10.0;65.0;72.0;17.0;110.0;25.0;67.0;97.0;101.0;62.0;10.0;12.0;13.0;14.0;0.0;0.0;4.0;0.0;2.0;1.0;860;607555.0;763084.0;887.306976744186
39456;thumbulator;ARMV6-M;matrix_mult;int8_t;770;1.7723933333333335;29.48;112.0;26.0;156761.75;748.0;0.03;5317.18;8708.99;254.0;138.0;24.0;10.0;69.0;122.0;22.0;32.0;71.0;113.0;40.0;26.0;122.0;57.0;114.0;31.0;71.0;0.0;0.0;4.0;0.0;2.0;1.0;860;61805.0;77187.0;89.75232558139535
39457;thumbulator;ARMV6-M;matrix_mult;int8_t;371;8.903256666666667;127.82;143.0;26.0;3413994.73;3609.0;0.01;26709.77;189666.37;1406.0;169.0;24.0;10.0;22.0;16.0;76.0;43.0;10.0;98.0;23.0;16.0;69.0;42.0;11.0;12.0;13.0;0.0;0.0;4.0;0.0;2.0;1.0;564;997151.0;1252196.0;2220.205673758865
39458;thumbulator;ARMV6-M;matrix_mult;int8_t;283;5.067136666666666;70.55;143.0;26.0;1072390.12;2054.0;0.01;15201.41;59577.23;776.0;169.0;24.0;10.0;19.0;79.0;99.0;34.0;42.0;71.0;99.0;71.0;102.0;116.0;11.0;12.0;13.0;0.0;0.0;4.0;0.0;2.0;1.0;860;421844.0;522708.0;607.8
39459;thumbulator;ARMV6-M;matrix_mult;int8_t;535;2.3119;34.2;130.0;26.0;237201.04;952.0;0.03;6935.7;13177.84;342.0;156.0;24.0;10.0;92.0;111.0;118.0;91.0;15.0;89.0;77.0;105.0;94.0;10.0;10.0;54.0;123.0;0.0;0.0;4.0;0.0;2.0;1.0;292;105337.0;131497.0;450.3321917808219
39460;thumbulator;ARMV6-M;matrix_mult;int8_t;250;1.4932066666666666;25.76;109.0;26.0;115401.7;633.0;0.04;4479.62;6411.21;216.0;135.0;24.0;10.0;35.0;50.0;108.0;91.0;117.0;53.0;74.0;18.0;100.0;50.0;14.0;121.0;95.0;0.0;0.0;4.0;0.0;2.0;1.0;80;43936.0;55270.0;690.875
39461;thumbulator;ARMV6-M;matrix_mult;int8_t;132;1.28867;23.9;99.0;26.0;92393.74;555.0;0.04;3866.01;5132.99;182.0;125.0;24.0;10.0;107.0;76.0;78.0;50.0;33.0;61.0;64.0;90.0;14.0;40.0;91.0;29.0;110.0;0.0;0.0;4.0;0.0;2.0;1.0;1532;30129.0;38195.0;24.931462140992167
39462;thumbulator;ARMV6-M;matrix_mult;int8_t;649;6.574446666666667;92.91;143.0;26.0;1832477.93;2665.0;0.01;19723.34;101804.33;1022.0;169.0;24.0;10.0;59.0;125.0;43.0;50.0;30.0;58.0;73.0;113.0;65.0;10.0;12.0;13.0;14.0;0.0;0.0;4.0;0.0;2.0;1.0;851;607555.0;763084.0;896.6909518213866
39463;thumbulator;ARMV6-M;matrix_mult;int8_t;77;4.15947;59.54;138.0;26.0;742917.4;1696.0;0.02;12478.41;41273.19;632.0;164.0;24.0;10.0;28.0;92.0;66.0;114.0;58.0;72.0;82.0;24.0;65.0;17.0;11.0;12.0;13.0;0.0;0.0;4.0;0.0;2.0;1.0;1320;283432.0;356102.0;269.7742424242424
39464;thumbulator;ARMV6-M;matrix_mult;int8_t;260;1.46726;25.76;109.0;26.0;113396.3;622.0;0.04;4401.78;6299.79;216.0;135.0;24.0;10.0;123.0;50.0;122.0;115.0;40.0;39.0;64.0;108.0;64.0;75.0;33.0;119.0;19.0;0.0;0.0;4.0;0.0;2.0;1.0;771;43936.0;55270.0;71.68612191958495
39465;thumbulator;ARMV6-M;matrix_mult;int8_t;891;5.528456666666666;77.64;143.0;26.0;1287627.88;2241.0;0.01;16585.37;71534.88;854.0;169.0;24.0;10.0;104.0;107.0;13.0;89.0;120.0;126.0;124.0;19.0;81.0;10.0;12.0;13.0;14.0;0.0;0.0;4.0;0.0;2.0;1.0;123;474585.0;591937.0;4812.495934959349
39466;thumbulator;ARMV6-M;matrix_mult;int8_t;91;1.0684933333333333;22.71;87.0;26.0;72805.02;470.0;0.04;3205.48;4044.72;152.0;113.0;24.0;10.0;20.0;25.0;67.0;13.0;51.0;105.0;72.0;100.0;39.0;14.0;113.0;96.0;75.0;0.0;0.0;4.0;0.0;2.0;1.0;191;21242.0;26742.0;140.0104712041885
39467;thumbulator;ARMV6-M;matrix_mult;int8_t;137;4.635416666666667;63.82;143.0;26.0;887471.75;1879.0;0.02;13906.25;49303.99;702.0;169.0;24.0;10.0;32.0;118.0;78.0;74.0;30.0;47.0;41.0;127.0;32.0;10.0;12.0;13.0;14.0;0.0;0.0;4.0;0.0;2.0;1.0;96;347533.0;433531.0;4515.947916666667
39468;thumbulator;ARMV6-M;matrix_mult;int8_t;42;7.770923333333333;109.64;143.0;26.0;2555927.35;3150.0;0.01;23312.77;141995.96;1206.0;169.0;24.0;10.0;123.0;81.0;34.0;55.0;23.0;68.0;99.0;50.0;23.0;68.0;11.0;12.0;13.0;0.0;0.0;4.0;0.0;2.0;1.0;164;814585.0;1015789.0;6193.835365853659
39469;thumbulator;ARMV6-M;matrix_mult;int8_t;13;6.049716666666667;86.3;141.0;26.0;1566232.61;2458.0;0.01;18149.15;87012.92;936.0;167.0;24.0;10.0;62.0;39.0;109.0;58.0;85.0;63.0;14.0;108.0;11.0;55.0;11.0;12.0;13.0;0.0;0.0;4.0;0.0;2.0;1.0;508;567298.0;702844.0;1383.5511811023623
39470;thumbulator;ARMV6-M;matrix_mult;int8_t;577;10.368633333333333;147.45;143.0;26.0;4586705.8;4203.0;0.01;31105.9;254816.99;1622.0;169.0;24.0;10.0;96.0;48.0;67.0;112.0;22.0;67.0;56.0;107.0;94.0;10.0;13.0;14.0;15.0;0.0;0.0;4.0;0.0;2.0;1.0;323;1287353.0;1605081.0;4969.2910216718265
39471;thumbulator;ARMV6-M;matrix_mult;int8_t;41;3.35259;47.48;138.0;26.0;477525.6;1367.0;0.02;10057.77;26529.2;504.0;164.0;24.0;10.0;21.0;125.0;54.0;67.0;73.0;92.0;72.0;37.0;62.0;125.0;11.0;12.0;13.0;0.0;0.0;4.0;0.0;2.0;1.0;60;195970.0;246262.0;4104.366666666667
39472;thumbulator;ARMV6-M;matrix_mult;int8_t;809;8.979733333333334;127.82;143.0;26.0;3443319.71;3640.0;0.01;26939.2;191295.54;1406.0;169.0;24.0;10.0;15.0;36.0;47.0;16.0;123.0;111.0;20.0;87.0;84.0;10.0;12.0;13.0;14.0;0.0;0.0;4.0;0.0;2.0;1.0;780;997151.0;1252196.0;1605.3794871794871
39473;thumbulator;ARMV6-M;matrix_mult;int8_t;414;1.0717766666666666;21.71;91.0;26.0;69818.61;468.0;0.05;3215.33;3878.81;152.0;117.0;24.0;10.0;110.0;122.0;22.0;45.0;60.0;92.0;104.0;39.0;104.0;44.0;75.0;54.0;112.0;0.0;0.0;4.0;0.0;2.0;1.0;1211;21242.0;26742.0;22.082576383154418
39474;thumbulator;ARMV6-M;matrix_mult;int8_t;360;1.0533700000000001;23.52;84.0;26.0;74337.91;466.0;0.04;3160.11;4129.88;152.0;110.0;24.0;10.0;21.0;60.0;101.0;53.0;23.0;55.0;116.0;27.0;69.0;29.0;29.0;23.0;74.0;0.0;0.0;4.0;0.0;2.0;1.0;323;21242.0;26742.0;82.79256965944272
39475;thumbulator;ARMV6-M;matrix_mult;int8_t;386;1.49807;26.24;107.0;26.0;117941.64;637.0;0.04;4494.21;6552.31;216.0;133.0;24.0;10.0;95.0;125.0;39.0;79.0;126.0;87.0;16.0;120.0;25.0;121.0;86.0;68.0;60.0;0.0;0.0;4.0;0.0;2.0;1.0;231;43936.0;55270.0;239.26406926406926
39476;thumbulator;ARMV6-M;matrix_mult;int8_t;158;4.2160866666666665;57.86;142.0;26.0;731817.35;1711.0;0.02;12648.26;40656.52;632.0;168.0;24.0;10.0;94.0;112.0;23.0;50.0;88.0;104.0;106.0;12.0;111.0;76.0;11.0;12.0;13.0;0.0;0.0;4.0;0.0;2.0;1.0;1415;283432.0;356102.0;251.66219081272084
39477;thumbulator;ARMV6-M;matrix_mult;int8_t;904;0.43607666666666667;35.04;23.0;26.0;45844.84;233.0;0.03;1308.23;2546.94;62.0;49.0;24.0;10.0;52.0;104.0;12.0;99.0;88.0;110.0;35.0;28.0;25.0;100.0;100.0;24.0;100.0;0.0;0.0;4.0;0.0;2.0;1.0;80;675.0;863.0;10.7875
39478;thumbulator;ARMV6-M;matrix_mult;int8_t;480;0.5174533333333333;29.25;32.0;26.0;45406.68;265.0;0.03;1552.36;2522.59;72.0;58.0;24.0;10.0;115.0;76.0;57.0;98.0;94.0;84.0;118.0;34.0;20.0;47.0;90.0;76.0;42.0;0.0;0.0;4.0;0.0;2.0;1.0;156;1990.0;2518.0;16.141025641025642
39479;thumbulator;ARMV6-M;matrix_mult;int8_t;647;0.8909866666666667;23.07;71.0;26.0;61666.43;405.0;0.04;2672.96;3425.91;126.0;97.0;24.0;10.0;127.0;124.0;57.0;51.0;64.0;75.0;123.0;77.0;102.0;89.0;104.0;38.0;29.0;0.0;0.0;4.0;0.0;2.0;1.0;128;14125.0;17671.0;138.0546875
39480;thumbulator;ARMV6-M;matrix_mult;int8_t;104;2.2944033333333334;34.47;129.0;26.0;237230.76;946.0;0.03;6883.21;13179.49;342.0;155.0;24.0;10.0;15.0;81.0;76.0;67.0;99.0;54.0;13.0;28.0;77.0;10.0;124.0;112.0;96.0;0.0;0.0;4.0;0.0;2.0;1.0;71;105337.0;131497.0;1852.0704225352113
39481;thumbulator;ARMV6-M;matrix_mult;int8_t;55;10.3785;147.45;143.0;26.0;4591070.97;4207.0;0.01;31135.5;255059.5;1622.0;169.0;24.0;10.0;26.0;18.0;75.0;26.0;59.0;13.0;87.0;110.0;10.0;11.0;13.0;14.0;15.0;0.0;0.0;4.0;0.0;2.0;1.0;300;1287353.0;1605081.0;5350.27
39482;thumbulator;ARMV6-M;matrix_mult;int8_t;491;0.5196333333333334;28.36;33.0;26.0;44216.08;265.0;0.04;1558.9;2456.45;72.0;59.0;24.0;10.0;102.0;62.0;92.0;100.0;124.0;14.0;86.0;87.0;11.0;119.0;44.0;43.0;17.0;0.0;0.0;4.0;0.0;2.0;1.0;375;1990.0;2518.0;6.714666666666667
39483;thumbulator;ARMV6-M;matrix_mult;int8_t;391;8.964933333333333;127.82;143.0;26.0;3437643.91;3634.0;0.01;26894.8;190980.22;1406.0;169.0;24.0;10.0;115.0;85.0;26.0;81.0;41.0;126.0;77.0;60.0;10.0;11.0;13.0;14.0;15.0;0.0;0.0;4.0;0.0;2.0;1.0;284;997151.0;1252196.0;4409.140845070423
39484;thumbulator;ARMV6-M;matrix_mult;int8_t;972;5.069603333333333;70.55;143.0;26.0;1072912.22;2055.0;0.01;15208.81;59606.23;776.0;169.0;24.0;10.0;122.0;123.0;104.0;105.0;119.0;69.0;121.0;100.0;112.0;21.0;11.0;12.0;13.0;0.0;0.0;4.0;0.0;2.0;1.0;623;421844.0;522708.0;839.0176565008026
39485;thumbulator;ARMV6-M;matrix_mult;int8_t;571;6.576913333333334;92.91;143.0;26.0;1833165.54;2666.0;0.01;19730.74;101842.53;1022.0;169.0;24.0;10.0;13.0;38.0;53.0;23.0;82.0;22.0;90.0;66.0;63.0;10.0;12.0;13.0;14.0;0.0;0.0;4.0;0.0;2.0;1.0;632;607555.0;763084.0;1207.4113924050632
39486;thumbulator;ARMV6-M;matrix_mult;int8_t;940;7.778323333333334;109.64;143.0;26.0;2558361.57;3153.0;0.01;23334.97;142131.2;1206.0;169.0;24.0;10.0;25.0;83.0;116.0;31.0;84.0;68.0;24.0;15.0;23.0;106.0;11.0;12.0;13.0;0.0;0.0;4.0;0.0;2.0;1.0;164;814585.0;1015789.0;6193.835365853659
39487;thumbulator;ARMV6-M;matrix_mult;int8_t;861;0.5115966666666667;29.25;32.0;26.0;44892.64;262.0;0.03;1534.79;2494.04;72.0;58.0;24.0;10.0;51.0;71.0;122.0;27.0;71.0;88.0;18.0;34.0;87.0;60.0;109.0;18.0;28.0;0.0;0.0;4.0;0.0;2.0;1.0;695;1990.0;2518.0;3.623021582733813
39488;thumbulator;ARMV6-M;matrix_mult;int8_t;324;4.575436666666667;64.72;141.0;26.0;888413.27;1859.0;0.02;13726.31;49356.29;702.0;167.0;24.0;10.0;47.0;75.0;117.0;10.0;95.0;123.0;88.0;26.0;11.0;10.0;13.0;14.0;15.0;0.0;0.0;4.0;0.0;2.0;1.0;1124;347533.0;433531.0;385.7037366548043
39489;thumbulator;ARMV6-M;matrix_mult;int8_t;549;0.9082233333333334;22.44;73.0;26.0;61137.02;411.0;0.04;2724.67;3396.5;126.0;99.0;24.0;10.0;64.0;112.0;89.0;26.0;44.0;122.0;99.0;62.0;75.0;124.0;106.0;108.0;42.0;0.0;0.0;4.0;0.0;2.0;1.0;1532;14125.0;17671.0;11.534595300261097
39490;thumbulator;ARMV6-M;matrix_mult;int8_t;170;0.6068;25.41;44.0;26.0;46254.63;297.0;0.04;1820.4;2569.7;86.0;70.0;24.0;10.0;63.0;64.0;57.0;34.0;78.0;74.0;121.0;95.0;20.0;128.0;71.0;98.0;107.0;0.0;0.0;4.0;0.0;2.0;1.0;172;4213.0;5355.0;31.13372093023256
39491;thumbulator;ARMV6-M;matrix_mult;int8_t;269;9.64088;137.45;143.0;26.0;3975547.9;3908.0;0.01;28922.64;220863.77;1512.0;169.0;24.0;10.0;31.0;97.0;86.0;24.0;117.0;128.0;28.0;45.0;10.0;11.0;13.0;14.0;15.0;0.0;0.0;4.0;0.0;2.0;1.0;63;1195612.0;1480852.0;23505.5873015873
39492;thumbulator;ARMV6-M;matrix_mult;int8_t;442;7.80546;109.64;143.0;26.0;2567287.03;3164.0;0.01;23416.38;142627.06;1206.0;169.0;24.0;10.0;16.0;32.0;31.0;29.0;21.0;34.0;109.0;111.0;66.0;10.0;12.0;13.0;14.0;0.0;0.0;4.0;0.0;2.0;1.0;851;814585.0;1015789.0;1193.641598119859
39493;thumbulator;ARMV6-M;matrix_mult;int8_t;520;1.2635366666666668;24.39;97.0;26.0;92459.69;546.0;0.04;3790.61;5136.65;182.0;123.0;24.0;10.0;106.0;32.0;106.0;83.0;49.0;86.0;20.0;116.0;58.0;90.0;39.0;105.0;98.0;0.0;0.0;4.0;0.0;2.0;1.0;1523;30129.0;38195.0;25.078791858174654
39494;thumbulator;ARMV6-M;matrix_mult;int8_t;455;3.7656899999999998;52.18;141.0;26.0;589530.66;1530.0;0.02;11297.07;32751.7;566.0;167.0;24.0;10.0;34.0;51.0;93.0;66.0;80.0;122.0;51.0;25.0;92.0;10.0;12.0;13.0;14.0;0.0;0.0;4.0;0.0;2.0;1.0;1023;228553.0;289347.0;282.841642228739
39495;thumbulator;ARMV6-M;matrix_mult;int8_t;31;7.129513333333334;101.09;143.0;26.0;2162187.11;2890.0;0.01;21388.54;120121.51;1112.0;169.0;24.0;10.0;78.0;97.0;105.0;117.0;81.0;29.0;53.0;18.0;54.0;10.0;12.0;13.0;14.0;0.0;0.0;4.0;0.0;2.0;1.0;60;742856.0;920244.0;15337.4
39496;thumbulator;ARMV6-M;matrix_mult;int8_t;971;0.7267533333333334;23.72;57.0;26.0;51714.32;342.0;0.04;2180.26;2873.02;104.0;83.0;24.0;10.0;81.0;61.0;25.0;96.0;103.0;36.0;105.0;102.0;57.0;10.0;26.0;20.0;99.0;0.0;0.0;4.0;0.0;2.0;1.0;935;8140.0;10262.0;10.975401069518716
39497;thumbulator;ARMV6-M;matrix_mult;int8_t;397;0.61692;23.79;47.0;26.0;44024.4;299.0;0.04;1850.76;2445.8;86.0;73.0;24.0;10.0;93.0;88.0;96.0;16.0;66.0;120.0;72.0;126.0;94.0;75.0;108.0;84.0;50.0;0.0;0.0;4.0;0.0;2.0;1.0;623;4213.0;5355.0;8.595505617977528
39498;thumbulator;ARMV6-M;matrix_mult;int8_t;254;1.7183666666666668;27.52;120.0;26.0;141851.28;717.0;0.04;5155.1;7880.63;254.0;146.0;24.0;10.0;107.0;52.0;125.0;23.0;21.0;69.0;63.0;119.0;89.0;34.0;99.0;26.0;75.0;0.0;0.0;4.0;0.0;2.0;1.0;720;61805.0;77187.0;107.20416666666667
39499;thumbulator;ARMV6-M;matrix_mult;int8_t;616;9.658146666666667;137.45;143.0;26.0;3982668.89;3915.0;0.01;28974.44;221259.38;1512.0;169.0;24.0;10.0;44.0;19.0;53.0;25.0;111.0;98.0;118.0;13.0;119.0;10.0;12.0;13.0;14.0;0.0;0.0;4.0;0.0;2.0;1.0;164;1195612.0;1480852.0;9029.585365853658
